ID,Jahr,Monatscode,Monat,Gastro_Id,Gastro_Description,Umsatz in millionen
3296,2018,MONAT12,Dezember,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,112.5
3297,2018,MONAT12,Dezember,WZ08-563,Ausschank von Getränken,112.4
3298,2018,MONAT12,Dezember,WZ08-561-01,Gaststättengewerbe,112.6
3299,2018,MONAT12,Dezember,WZ08-55-01,Gastgewerbe,106.6
3300,2019,MONAT01,Januar,WZ08-55,Beherbergung,82.0
3301,2019,MONAT01,Januar,WZ08-551,"Hotels, Gasthöfe und Pensionen",82.9
3302,2019,MONAT01,Januar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,58.3
3303,2019,MONAT01,Januar,WZ08-553,Campingplätze,114.5
3304,2019,MONAT01,Januar,WZ08-559,Sonstige Beherbergungsstätten,111.7
3305,2019,MONAT01,Januar,WZ08-56,Gastronomie,88.2
3306,2019,MONAT01,Januar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",86.8
3307,2019,MONAT01,Januar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.3
3308,2019,MONAT01,Januar,WZ08-563,Ausschank von Getränken,78.8
3309,2019,MONAT01,Januar,WZ08-561-01,Gaststättengewerbe,85.9
3310,2019,MONAT01,Januar,WZ08-55-01,Gastgewerbe,86.0
3311,2019,MONAT02,Februar,WZ08-55,Beherbergung,83.3
3312,2019,MONAT02,Februar,WZ08-551,"Hotels, Gasthöfe und Pensionen",85.0
3313,2019,MONAT02,Februar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,64.2
3314,2019,MONAT02,Februar,WZ08-553,Campingplätze,62.3
3315,2019,MONAT02,Februar,WZ08-559,Sonstige Beherbergungsstätten,105.0
3316,2019,MONAT02,Februar,WZ08-56,Gastronomie,90.2
3317,2019,MONAT02,Februar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",88.8
3318,2019,MONAT02,Februar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,97.8
3319,2019,MONAT02,Februar,WZ08-563,Ausschank von Getränken,82.2
3320,2019,MONAT02,Februar,WZ08-561-01,Gaststättengewerbe,88.1
3321,2019,MONAT02,Februar,WZ08-55-01,Gastgewerbe,87.7
3322,2019,MONAT03,März,WZ08-55,Beherbergung,98.7
3323,2019,MONAT03,März,WZ08-551,"Hotels, Gasthöfe und Pensionen",100.5
3324,2019,MONAT03,März,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,72.6
3325,2019,MONAT03,März,WZ08-553,Campingplätze,102.6
3326,2019,MONAT03,März,WZ08-559,Sonstige Beherbergungsstätten,109.8
3327,2019,MONAT03,März,WZ08-56,Gastronomie,100.5
3328,2019,MONAT03,März,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",100.0
3329,2019,MONAT03,März,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,104.9
3330,2019,MONAT03,März,WZ08-563,Ausschank von Getränken,94.1
3331,2019,MONAT03,März,WZ08-561-01,Gaststättengewerbe,99.3
3332,2019,MONAT03,März,WZ08-55-01,Gastgewerbe,99.9
3333,2019,MONAT04,April,WZ08-55,Beherbergung,101.3
3334,2019,MONAT04,April,WZ08-551,"Hotels, Gasthöfe und Pensionen",100.7
3335,2019,MONAT04,April,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,98.2
3336,2019,MONAT04,April,WZ08-553,Campingplätze,136.7
3337,2019,MONAT04,April,WZ08-559,Sonstige Beherbergungsstätten,112.3
3338,2019,MONAT04,April,WZ08-56,Gastronomie,101.5
3339,2019,MONAT04,April,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",102.7
3340,2019,MONAT04,April,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,99.4
3341,2019,MONAT04,April,WZ08-563,Ausschank von Getränken,96.5
3342,2019,MONAT04,April,WZ08-561-01,Gaststättengewerbe,102.0
3343,2019,MONAT04,April,WZ08-55-01,Gastgewerbe,101.4
3344,2019,MONAT05,Mai,WZ08-55,Beherbergung,112.2
3345,2019,MONAT05,Mai,WZ08-551,"Hotels, Gasthöfe und Pensionen",113.0
3346,2019,MONAT05,Mai,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,103.0
3347,2019,MONAT05,Mai,WZ08-553,Campingplätze,106.7
3348,2019,MONAT05,Mai,WZ08-559,Sonstige Beherbergungsstätten,119.3
3349,2019,MONAT05,Mai,WZ08-56,Gastronomie,108.2
3350,2019,MONAT05,Mai,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",108.9
3351,2019,MONAT05,Mai,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,109.1
3352,2019,MONAT05,Mai,WZ08-563,Ausschank von Getränken,99.3
3353,2019,MONAT05,Mai,WZ08-561-01,Gaststättengewerbe,107.9
3354,2019,MONAT05,Mai,WZ08-55-01,Gastgewerbe,109.7
3355,2019,MONAT06,Juni,WZ08-55,Beherbergung,116.2
3356,2019,MONAT06,Juni,WZ08-551,"Hotels, Gasthöfe und Pensionen",114.7
3357,2019,MONAT06,Juni,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,122.9
3358,2019,MONAT06,Juni,WZ08-553,Campingplätze,162.5
3359,2019,MONAT06,Juni,WZ08-559,Sonstige Beherbergungsstätten,111.9
3360,2019,MONAT06,Juni,WZ08-56,Gastronomie,109.6
3361,2019,MONAT06,Juni,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",111.3
3362,2019,MONAT06,Juni,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,107.2
3363,2019,MONAT06,Juni,WZ08-563,Ausschank von Getränken,100.6
3364,2019,MONAT06,Juni,WZ08-561-01,Gaststättengewerbe,110.2
3365,2019,MONAT06,Juni,WZ08-55-01,Gastgewerbe,112.0
3366,2019,MONAT07,Juli,WZ08-55,Beherbergung,115.0
3367,2019,MONAT07,Juli,WZ08-551,"Hotels, Gasthöfe und Pensionen",111.8
3368,2019,MONAT07,Juli,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,136.1
3369,2019,MONAT07,Juli,WZ08-553,Campingplätze,190.2
3370,2019,MONAT07,Juli,WZ08-559,Sonstige Beherbergungsstätten,118.1
3371,2019,MONAT07,Juli,WZ08-56,Gastronomie,110.7
3372,2019,MONAT07,Juli,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",113.8
3373,2019,MONAT07,Juli,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,104.2
3374,2019,MONAT07,Juli,WZ08-563,Ausschank von Getränken,101.0
3375,2019,MONAT07,Juli,WZ08-561-01,Gaststättengewerbe,112.4
3376,2019,MONAT07,Juli,WZ08-55-01,Gastgewerbe,112.3
3377,2019,MONAT08,August,WZ08-55,Beherbergung,115.0
3378,2019,MONAT08,August,WZ08-551,"Hotels, Gasthöfe und Pensionen",112.0
3379,2019,MONAT08,August,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,133.2
3380,2019,MONAT08,August,WZ08-553,Campingplätze,192.4
3381,2019,MONAT08,August,WZ08-559,Sonstige Beherbergungsstätten,108.9
3382,2019,MONAT08,August,WZ08-56,Gastronomie,112.1
3383,2019,MONAT08,August,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",115.9
3384,2019,MONAT08,August,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,101.6
3385,2019,MONAT08,August,WZ08-563,Ausschank von Getränken,106.8
3386,2019,MONAT08,August,WZ08-561-01,Gaststättengewerbe,114.9
3387,2019,MONAT08,August,WZ08-55-01,Gastgewerbe,113.1
3388,2019,MONAT09,September,WZ08-55,Beherbergung,122.9
3389,2019,MONAT09,September,WZ08-551,"Hotels, Gasthöfe und Pensionen",123.4
3390,2019,MONAT09,September,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,117.5
3391,2019,MONAT09,September,WZ08-553,Campingplätze,121.2
3392,2019,MONAT09,September,WZ08-559,Sonstige Beherbergungsstätten,113.4
3393,2019,MONAT09,September,WZ08-56,Gastronomie,109.2
3394,2019,MONAT09,September,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",108.2
3395,2019,MONAT09,September,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,115.1
3396,2019,MONAT09,September,WZ08-563,Ausschank von Getränken,102.0
3397,2019,MONAT09,September,WZ08-561-01,Gaststättengewerbe,107.5
3398,2019,MONAT09,September,WZ08-55-01,Gastgewerbe,114.2
3399,2019,MONAT10,Oktober,WZ08-55,Beherbergung,117.1
3400,2019,MONAT10,Oktober,WZ08-551,"Hotels, Gasthöfe und Pensionen",118.6
3401,2019,MONAT10,Oktober,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,105.6
3402,2019,MONAT10,Oktober,WZ08-553,Campingplätze,84.1
3403,2019,MONAT10,Oktober,WZ08-559,Sonstige Beherbergungsstätten,123.7
3404,2019,MONAT10,Oktober,WZ08-56,Gastronomie,107.6
3405,2019,MONAT10,Oktober,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",107.4
3406,2019,MONAT10,Oktober,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,109.4
3407,2019,MONAT10,Oktober,WZ08-563,Ausschank von Getränken,104.7
3408,2019,MONAT10,Oktober,WZ08-561-01,Gaststättengewerbe,107.1
3409,2019,MONAT10,Oktober,WZ08-55-01,Gastgewerbe,111.1
3410,2019,MONAT11,November,WZ08-55,Beherbergung,100.3
3411,2019,MONAT11,November,WZ08-551,"Hotels, Gasthöfe und Pensionen",104.0
3412,2019,MONAT11,November,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,63.3
3413,2019,MONAT11,November,WZ08-553,Campingplätze,46.5
3414,2019,MONAT11,November,WZ08-559,Sonstige Beherbergungsstätten,120.5
3415,2019,MONAT11,November,WZ08-56,Gastronomie,102.6
3416,2019,MONAT11,November,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",100.5
3417,2019,MONAT11,November,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,111.8
3418,2019,MONAT11,November,WZ08-563,Ausschank von Getränken,97.8
3419,2019,MONAT11,November,WZ08-561-01,Gaststättengewerbe,100.1
3420,2019,MONAT11,November,WZ08-55-01,Gastgewerbe,101.8
3421,2019,MONAT12,Dezember,WZ08-55,Beherbergung,96.6
3422,2019,MONAT12,Dezember,WZ08-551,"Hotels, Gasthöfe und Pensionen",99.8
3423,2019,MONAT12,Dezember,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,67.0
3424,2019,MONAT12,Dezember,WZ08-553,Campingplätze,43.4
3425,2019,MONAT12,Dezember,WZ08-559,Sonstige Beherbergungsstätten,109.2
3426,2019,MONAT12,Dezember,WZ08-56,Gastronomie,112.4
3427,2019,MONAT12,Dezember,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",113.2
3428,2019,MONAT12,Dezember,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,108.9
3429,2019,MONAT12,Dezember,WZ08-563,Ausschank von Getränken,114.7
3430,2019,MONAT12,Dezember,WZ08-561-01,Gaststättengewerbe,113.3
3431,2019,MONAT12,Dezember,WZ08-55-01,Gastgewerbe,106.7
3432,2020,MONAT01,Januar,WZ08-55,Beherbergung,79.9
3433,2020,MONAT01,Januar,WZ08-551,"Hotels, Gasthöfe und Pensionen",80.7
3434,2020,MONAT01,Januar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,55.2
3435,2020,MONAT01,Januar,WZ08-553,Campingplätze,112.8
3436,2020,MONAT01,Januar,WZ08-559,Sonstige Beherbergungsstätten,110.6
3437,2020,MONAT01,Januar,WZ08-56,Gastronomie,90.1
3438,2020,MONAT01,Januar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",89.9
3439,2020,MONAT01,Januar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.0
3440,2020,MONAT01,Januar,WZ08-563,Ausschank von Getränken,84.1
3441,2020,MONAT01,Januar,WZ08-561-01,Gaststättengewerbe,89.1
3442,2020,MONAT01,Januar,WZ08-55-01,Gastgewerbe,86.5
3443,2020,MONAT02,Februar,WZ08-55,Beherbergung,85.1
3444,2020,MONAT02,Februar,WZ08-551,"Hotels, Gasthöfe und Pensionen",86.6
3445,2020,MONAT02,Februar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,66.8
3446,2020,MONAT02,Februar,WZ08-553,Campingplätze,65.1
3447,2020,MONAT02,Februar,WZ08-559,Sonstige Beherbergungsstätten,101.9
3448,2020,MONAT02,Februar,WZ08-56,Gastronomie,90.3
3449,2020,MONAT02,Februar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",89.4
3450,2020,MONAT02,Februar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,95.5
3451,2020,MONAT02,Februar,WZ08-563,Ausschank von Getränken,86.4
3452,2020,MONAT02,Februar,WZ08-561-01,Gaststättengewerbe,88.8
3453,2020,MONAT02,Februar,WZ08-55-01,Gastgewerbe,88.4
3454,2020,MONAT03,März,WZ08-55,Beherbergung,49.4
3455,2020,MONAT03,März,WZ08-551,"Hotels, Gasthöfe und Pensionen",49.3
3456,2020,MONAT03,März,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,41.4
3457,2020,MONAT03,März,WZ08-553,Campingplätze,68.1
3458,2020,MONAT03,März,WZ08-559,Sonstige Beherbergungsstätten,82.8
3459,2020,MONAT03,März,WZ08-56,Gastronomie,57.7
3460,2020,MONAT03,März,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",53.9
3461,2020,MONAT03,März,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,75.1
3462,2020,MONAT03,März,WZ08-563,Ausschank von Getränken,44.1
3463,2020,MONAT03,März,WZ08-561-01,Gaststättengewerbe,52.8
3464,2020,MONAT03,März,WZ08-55-01,Gastgewerbe,54.7
3465,2020,MONAT04,April,WZ08-55,Beherbergung,13.6
3466,2020,MONAT04,April,WZ08-551,"Hotels, Gasthöfe und Pensionen",11.7
3467,2020,MONAT04,April,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,15.4
3468,2020,MONAT04,April,WZ08-553,Campingplätze,80.4
3469,2020,MONAT04,April,WZ08-559,Sonstige Beherbergungsstätten,63.2
3470,2020,MONAT04,April,WZ08-56,Gastronomie,32.2
3471,2020,MONAT04,April,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",29.6
3472,2020,MONAT04,April,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,47.0
3473,2020,MONAT04,April,WZ08-563,Ausschank von Getränken,15.2
3474,2020,MONAT04,April,WZ08-561-01,Gaststättengewerbe,28.1
3475,2020,MONAT04,April,WZ08-55-01,Gastgewerbe,25.5
3476,2020,MONAT05,Mai,WZ08-55,Beherbergung,23.7
3477,2020,MONAT05,Mai,WZ08-551,"Hotels, Gasthöfe und Pensionen",21.6
3478,2020,MONAT05,Mai,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,32.8
3479,2020,MONAT05,Mai,WZ08-553,Campingplätze,79.6
3480,2020,MONAT05,Mai,WZ08-559,Sonstige Beherbergungsstätten,68.1
3481,2020,MONAT05,Mai,WZ08-56,Gastronomie,49.8
3482,2020,MONAT05,Mai,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",51.7
3483,2020,MONAT05,Mai,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,51.1
3484,2020,MONAT05,Mai,WZ08-563,Ausschank von Getränken,28.4
3485,2020,MONAT05,Mai,WZ08-561-01,Gaststättengewerbe,49.4
3486,2020,MONAT05,Mai,WZ08-55-01,Gastgewerbe,40.4
3487,2020,MONAT06,Juni,WZ08-55,Beherbergung,56.8
3488,2020,MONAT06,Juni,WZ08-551,"Hotels, Gasthöfe und Pensionen",53.6
3489,2020,MONAT06,Juni,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,71.7
3490,2020,MONAT06,Juni,WZ08-553,Campingplätze,153.3
3491,2020,MONAT06,Juni,WZ08-559,Sonstige Beherbergungsstätten,75.4
3492,2020,MONAT06,Juni,WZ08-56,Gastronomie,71.2
3493,2020,MONAT06,Juni,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",77.2
3494,2020,MONAT06,Juni,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,59.4
3495,2020,MONAT06,Juni,WZ08-563,Ausschank von Getränken,49.8
3496,2020,MONAT06,Juni,WZ08-561-01,Gaststättengewerbe,74.4
3497,2020,MONAT06,Juni,WZ08-55-01,Gastgewerbe,66.0
3498,2020,MONAT07,Juli,WZ08-55,Beherbergung,82.3
3499,2020,MONAT07,Juli,WZ08-551,"Hotels, Gasthöfe und Pensionen",77.9
3500,2020,MONAT07,Juli,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,110.5
3501,2020,MONAT07,Juli,WZ08-553,Campingplätze,192.4
3502,2020,MONAT07,Juli,WZ08-559,Sonstige Beherbergungsstätten,82.4
3503,2020,MONAT07,Juli,WZ08-56,Gastronomie,86.1
3504,2020,MONAT07,Juli,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",95.9
3505,2020,MONAT07,Juli,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,63.6
3506,2020,MONAT07,Juli,WZ08-563,Ausschank von Getränken,60.9
3507,2020,MONAT07,Juli,WZ08-561-01,Gaststättengewerbe,92.3
3508,2020,MONAT07,Juli,WZ08-55-01,Gastgewerbe,84.8
3509,2020,MONAT08,August,WZ08-55,Beherbergung,92.6
3510,2020,MONAT08,August,WZ08-551,"Hotels, Gasthöfe und Pensionen",88.0
3511,2020,MONAT08,August,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,122.5
3512,2020,MONAT08,August,WZ08-553,Campingplätze,212.6
3513,2020,MONAT08,August,WZ08-559,Sonstige Beherbergungsstätten,82.8
3514,2020,MONAT08,August,WZ08-56,Gastronomie,88.8
3515,2020,MONAT08,August,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",98.1
3516,2020,MONAT08,August,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,67.9
3517,2020,MONAT08,August,WZ08-563,Ausschank von Getränken,63.5
3518,2020,MONAT08,August,WZ08-561-01,Gaststättengewerbe,94.6
3519,2020,MONAT08,August,WZ08-55-01,Gastgewerbe,90.2
3520,2020,MONAT09,September,WZ08-55,Beherbergung,91.1
3521,2020,MONAT09,September,WZ08-551,"Hotels, Gasthöfe und Pensionen",89.3
3522,2020,MONAT09,September,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,98.4
3523,2020,MONAT09,September,WZ08-553,Campingplätze,148.0
3524,2020,MONAT09,September,WZ08-559,Sonstige Beherbergungsstätten,86.8
3525,2020,MONAT09,September,WZ08-56,Gastronomie,87.7
3526,2020,MONAT09,September,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",93.2
3527,2020,MONAT09,September,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,79.8
3528,2020,MONAT09,September,WZ08-563,Ausschank von Getränken,60.9
3529,2020,MONAT09,September,WZ08-561-01,Gaststättengewerbe,89.9
3530,2020,MONAT09,September,WZ08-55-01,Gastgewerbe,89.0
3531,2020,MONAT10,Oktober,WZ08-55,Beherbergung,74.2
3532,2020,MONAT10,Oktober,WZ08-551,"Hotels, Gasthöfe und Pensionen",72.8
3533,2020,MONAT10,Oktober,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,83.5
3534,2020,MONAT10,Oktober,WZ08-553,Campingplätze,100.2
3535,2020,MONAT10,Oktober,WZ08-559,Sonstige Beherbergungsstätten,88.1
3536,2020,MONAT10,Oktober,WZ08-56,Gastronomie,78.9
3537,2020,MONAT10,Oktober,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",83.5
3538,2020,MONAT10,Oktober,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,73.5
3539,2020,MONAT10,Oktober,WZ08-563,Ausschank von Getränken,52.2
3540,2020,MONAT10,Oktober,WZ08-561-01,Gaststättengewerbe,80.3
3541,2020,MONAT10,Oktober,WZ08-55-01,Gastgewerbe,77.2
3542,2020,MONAT11,November,WZ08-55,Beherbergung,19.7
3543,2020,MONAT11,November,WZ08-551,"Hotels, Gasthöfe und Pensionen",18.9
3544,2020,MONAT11,November,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,19.7
3545,2020,MONAT11,November,WZ08-553,Campingplätze,34.5
3546,2020,MONAT11,November,WZ08-559,Sonstige Beherbergungsstätten,73.4
3547,2020,MONAT11,November,WZ08-56,Gastronomie,41.0
3548,2020,MONAT11,November,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",36.2
3549,2020,MONAT11,November,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,65.7
3550,2020,MONAT11,November,WZ08-563,Ausschank von Getränken,16.1
3551,2020,MONAT11,November,WZ08-561-01,Gaststättengewerbe,34.2
3552,2020,MONAT11,November,WZ08-55-01,Gastgewerbe,33.3
3553,2020,MONAT12,Dezember,WZ08-55,Beherbergung,17.4
3554,2020,MONAT12,Dezember,WZ08-551,"Hotels, Gasthöfe und Pensionen",16.6
3555,2020,MONAT12,Dezember,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,17.6
3556,2020,MONAT12,Dezember,WZ08-553,Campingplätze,33.8
3557,2020,MONAT12,Dezember,WZ08-559,Sonstige Beherbergungsstätten,68.7
3558,2020,MONAT12,Dezember,WZ08-56,Gastronomie,39.0
3559,2020,MONAT12,Dezember,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",34.4
3560,2020,MONAT12,Dezember,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,63.1
3561,2020,MONAT12,Dezember,WZ08-563,Ausschank von Getränken,14.0
3562,2020,MONAT12,Dezember,WZ08-561-01,Gaststättengewerbe,32.4
3563,2020,MONAT12,Dezember,WZ08-55-01,Gastgewerbe,31.2
3564,2021,MONAT01,Januar,WZ08-55,Beherbergung,16.0
3565,2021,MONAT01,Januar,WZ08-551,"Hotels, Gasthöfe und Pensionen",12.6
3566,2021,MONAT01,Januar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,15.0
3567,2021,MONAT01,Januar,WZ08-553,Campingplätze,106.7
3568,2021,MONAT01,Januar,WZ08-559,Sonstige Beherbergungsstätten,65.4
3569,2021,MONAT01,Januar,WZ08-56,Gastronomie,39.2
3570,2021,MONAT01,Januar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",36.1
3571,2021,MONAT01,Januar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,52.8
3572,2021,MONAT01,Januar,WZ08-563,Ausschank von Getränken,12.2
3573,2021,MONAT01,Januar,WZ08-561-01,Gaststättengewerbe,33.7
3574,2021,MONAT01,Januar,WZ08-55-01,Gastgewerbe,32.2
3575,2021,MONAT02,Februar,WZ08-55,Beherbergung,15.3
3576,2021,MONAT02,Februar,WZ08-551,"Hotels, Gasthöfe und Pensionen",13.8
3577,2021,MONAT02,Februar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,12.6
3578,2021,MONAT02,Februar,WZ08-553,Campingplätze,46.2
3579,2021,MONAT02,Februar,WZ08-559,Sonstige Beherbergungsstätten,65.9
3580,2021,MONAT02,Februar,WZ08-56,Gastronomie,38.9
3581,2021,MONAT02,Februar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",34.9
3582,2021,MONAT02,Februar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,54.3
3583,2021,MONAT02,Februar,WZ08-563,Ausschank von Getränken,12.7
3584,2021,MONAT02,Februar,WZ08-561-01,Gaststättengewerbe,32.6
3585,2021,MONAT02,Februar,WZ08-55-01,Gastgewerbe,31.8
3586,2021,MONAT03,März,WZ08-55,Beherbergung,20.3
3587,2021,MONAT03,März,WZ08-551,"Hotels, Gasthöfe und Pensionen",18.7
3588,2021,MONAT03,März,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,14.3
3589,2021,MONAT03,März,WZ08-553,Campingplätze,71.0
3590,2021,MONAT03,März,WZ08-559,Sonstige Beherbergungsstätten,70.3
3591,2021,MONAT03,März,WZ08-56,Gastronomie,46.0
3592,2021,MONAT03,März,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",42.2
3593,2021,MONAT03,März,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,62.3
3594,2021,MONAT03,März,WZ08-563,Ausschank von Getränken,15.2
3595,2021,MONAT03,März,WZ08-561-01,Gaststättengewerbe,39.4
3596,2021,MONAT03,März,WZ08-55-01,Gastgewerbe,38.3
3597,2021,MONAT04,April,WZ08-55,Beherbergung,19.2
3598,2021,MONAT04,April,WZ08-551,"Hotels, Gasthöfe und Pensionen",17.6
3599,2021,MONAT04,April,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,15.2
3600,2021,MONAT04,April,WZ08-553,Campingplätze,61.7
3601,2021,MONAT04,April,WZ08-559,Sonstige Beherbergungsstätten,68.2
3602,2021,MONAT04,April,WZ08-56,Gastronomie,43.8
3603,2021,MONAT04,April,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",40.5
3604,2021,MONAT04,April,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,58.3
3605,2021,MONAT04,April,WZ08-563,Ausschank von Getränken,15.1
3606,2021,MONAT04,April,WZ08-561-01,Gaststättengewerbe,37.9
3607,2021,MONAT04,April,WZ08-55-01,Gastgewerbe,36.4
3608,2021,MONAT05,Mai,WZ08-55,Beherbergung,28.6
3609,2021,MONAT05,Mai,WZ08-551,"Hotels, Gasthöfe und Pensionen",26.2
3610,2021,MONAT05,Mai,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,32.4
3611,2021,MONAT05,Mai,WZ08-553,Campingplätze,79.7
3612,2021,MONAT05,Mai,WZ08-559,Sonstige Beherbergungsstätten,70.9
3613,2021,MONAT05,Mai,WZ08-56,Gastronomie,53.3
3614,2021,MONAT05,Mai,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",52.6
3615,2021,MONAT05,Mai,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,63.0
3616,2021,MONAT05,Mai,WZ08-563,Ausschank von Getränken,22.6
3617,2021,MONAT05,Mai,WZ08-561-01,Gaststättengewerbe,49.5
3618,2021,MONAT05,Mai,WZ08-55-01,Gastgewerbe,45.8
3619,2021,MONAT06,Juni,WZ08-55,Beherbergung,64.3
3620,2021,MONAT06,Juni,WZ08-551,"Hotels, Gasthöfe und Pensionen",61.4
3621,2021,MONAT06,Juni,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,74.8
3622,2021,MONAT06,Juni,WZ08-553,Campingplätze,147.8
3623,2021,MONAT06,Juni,WZ08-559,Sonstige Beherbergungsstätten,79.3
3624,2021,MONAT06,Juni,WZ08-56,Gastronomie,74.1
