,MESS_DATUM, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK
16205,2017-01-14,1.9,4,1.8,0,-999.0,5.7,-999.0,1.9,82.0,3.8,0.0,-0.6
16206,2017-01-15,0.3,4,2.1,0,-999.0,5.6,-999.0,0.6,88.0,2.0,-0.9,-2.3
16207,2017-01-16,0.0,0,2.6,0,-999.0,4.9,-999.0,-0.6,84.0,1.7,-2.7,-5.1
16208,2017-01-17,0.0,0,1.5,0,-999.0,4.1,-999.0,-3.3,85.0,-1.6,-5.8,-7.9
16209,2017-01-18,0.0,0,2.0,0,-999.0,4.0,-999.0,-3.1,83.0,-1.6,-4.5,-6.8
16210,2017-01-19,0.0,0,5.9,0,-999.0,3.9,-999.0,-2.5,78.0,2.7,-6.5,-8.5
16211,2017-01-20,0.0,0,6.9,0,-999.0,3.9,-999.0,-1.9,75.0,4.2,-6.0,-8.4
16212,2017-01-21,0.0,0,7.8,0,-999.0,4.3,-999.0,-1.7,81.0,4.7,-6.1,-8.2
16213,2017-01-22,0.0,0,7.8,0,-999.0,3.6,-999.0,-3.7,80.0,3.5,-8.2,-11.1
16214,2017-01-23,0.0,0,0.0,0,-999.0,4.3,-999.0,-3.7,91.0,-1.0,-8.6,-11.2
16215,2017-01-24,0.0,0,0.0,0,-999.0,5.4,-999.0,0.0,89.0,1.3,-1.2,-1.5
16216,2017-01-25,0.0,0,4.4,0,-999.0,4.0,-999.0,-1.6,74.0,1.0,-6.7,-9.7
16217,2017-01-26,0.0,0,8.0,0,-999.0,3.7,-999.0,-4.0,82.0,2.2,-8.5,-10.9
16218,2017-01-27,0.0,0,5.2,0,-999.0,4.4,-999.0,0.8,70.0,9.6,-8.0,-10.3
16219,2017-01-28,1.1,4,4.6,0,-999.0,5.6,-999.0,4.6,66.0,11.3,-1.9,-4.5
16220,2017-01-29,0.6,4,1.4,0,-999.0,7.0,-999.0,5.1,79.0,7.5,3.8,0.1
16221,2017-01-30,4.6,4,0.0,0,-999.0,7.9,-999.0,5.2,89.0,7.0,2.1,1.6
16222,2017-01-31,0.0,0,0.0,0,-999.0,6.3,-999.0,1.7,91.0,3.2,-1.7,-4.0
16223,2017-02-01,0.0,0,3.2,0,-999.0,6.2,-999.0,3.6,78.0,6.5,0.1,-0.3
16224,2017-02-02,0.1,4,4.3,0,-999.0,8.7,-999.0,8.4,79.0,12.4,5.0,1.7
16225,2017-02-03,1.3,4,0.2,0,-999.0,9.2,-999.0,8.9,81.0,10.8,6.6,1.7
16226,2017-02-04,3.3,4,0.8,0,-999.0,7.8,-999.0,6.4,81.0,8.4,2.7,-1.0
16227,2017-02-05,0.0,0,4.8,0,-999.0,7.3,-999.0,5.6,81.0,9.2,1.5,-1.8
16228,2017-02-06,0.0,0,0.2,0,-999.0,6.1,-999.0,1.4,90.0,4.8,-2.4,-4.6
16229,2017-02-07,1.7,4,0.0,0,-999.0,6.5,-999.0,2.2,91.0,3.7,1.2,0.9
16230,2017-02-08,0.0,0,0.0,0,-999.0,5.5,-999.0,1.4,82.0,3.5,-0.3,-1.5
16231,2017-02-09,0.0,0,1.5,0,-999.0,4.5,-999.0,-0.5,76.0,1.3,-1.5,-2.2
16232,2017-02-10,0.5,4,0.0,0,-999.0,4.4,-999.0,-0.7,75.0,0.1,-1.6,-1.8
16233,2017-02-11,1.1,4,0.3,0,-999.0,5.4,-999.0,0.9,83.0,3.3,-0.9,-1.5
16234,2017-02-12,0.0,0,5.3,0,-999.0,5.7,-999.0,2.3,79.0,5.6,-0.6,-2.1
16235,2017-02-13,0.0,0,8.9,0,-999.0,5.2,-999.0,2.9,71.0,9.7,-1.5,-3.6
16236,2017-02-14,0.0,0,9.0,0,-999.0,4.9,-999.0,3.2,66.0,11.1,-2.2,-5.0
16237,2017-02-15,0.0,0,9.1,0,-999.0,6.2,-999.0,7.0,65.0,16.8,-2.4,-4.8
16238,2017-02-16,0.0,0,4.7,0,-999.0,8.5,-999.0,9.5,72.0,12.8,5.8,1.6
16239,2017-02-17,1.3,4,0.0,0,-999.0,8.6,-999.0,6.5,89.0,7.6,5.6,2.7
16240,2017-02-18,0.0,0,0.1,0,-999.0,7.4,-999.0,5.9,80.0,8.4,0.1,-3.5
16241,2017-02-19,1.1,4,0.3,0,-999.0,7.4,-999.0,4.9,84.0,7.6,-0.9,-4.0
16242,2017-02-20,6.2,4,0.0,0,-999.0,10.2,-999.0,8.3,93.0,10.6,6.5,5.7
16243,2017-02-21,0.9,4,4.4,0,-999.0,9.6,-999.0,9.9,79.0,11.8,8.4,4.4
16244,2017-02-22,37.2,4,0.0,0,-999.0,10.8,-999.0,9.5,91.0,10.6,7.9,7.5
16245,2017-02-23,10.6,4,0.4,0,-999.0,9.3,-999.0,8.4,84.0,10.2,3.9,3.2
16246,2017-02-24,0.0,4,4.4,0,-999.0,6.0,-999.0,4.2,74.0,7.7,-1.3,-4.2
16247,2017-02-25,0.0,0,3.8,0,-999.0,6.0,-999.0,4.7,72.0,8.3,-1.5,-4.2
16248,2017-02-26,0.0,4,0.3,0,-999.0,7.9,-999.0,9.0,68.0,11.6,6.7,5.4
16249,2017-02-27,8.2,4,0.3,0,-999.0,8.5,-999.0,10.4,68.0,12.6,4.2,2.9
16250,2017-02-28,6.9,4,1.0,0,-999.0,6.4,-999.0,5.2,73.0,8.5,0.9,0.1
16251,2017-03-01,9.2,4,0.8,0,-999.0,7.5,-999.0,5.5,83.0,8.5,1.7,1.4
16252,2017-03-02,0.4,4,0.0,0,-999.0,6.8,-999.0,6.9,69.0,8.0,4.7,2.2
16253,2017-03-03,0.0,0,2.7,0,-999.0,6.2,-999.0,7.7,60.0,11.4,1.3,-2.7
16254,2017-03-04,2.2,4,1.4,0,-999.0,8.4,-999.0,11.5,63.0,15.8,7.2,6.1
16255,2017-03-05,2.4,4,4.2,0,-999.0,7.7,-999.0,7.5,75.0,11.2,5.2,4.2
16256,2017-03-06,6.0,4,0.1,0,-999.0,8.0,-999.0,5.5,88.0,7.4,4.5,3.4
16257,2017-03-07,2.4,4,0.4,0,-999.0,8.1,-999.0,5.6,89.0,7.7,3.1,0.1
16258,2017-03-08,9.5,4,0.0,0,-999.0,8.0,-999.0,5.5,88.0,9.2,2.1,-0.6
16259,2017-03-09,0.5,4,1.1,0,-999.0,8.7,-999.0,7.7,83.0,12.1,2.2,-0.2
16260,2017-03-10,0.0,0,6.4,0,-999.0,6.9,-999.0,7.2,69.0,11.2,3.7,0.7
16261,2017-03-11,0.0,0,7.9,0,-999.0,6.4,-999.0,8.7,59.0,14.3,2.8,-0.5
16262,2017-03-12,0.0,0,10.0,0,-999.0,5.9,-999.0,8.0,60.0,15.8,0.7,-2.4
16263,2017-03-13,0.0,0,8.6,0,-999.0,6.9,-999.0,7.8,68.0,15.2,0.3,-3.2
16264,2017-03-14,0.0,0,4.8,0,-999.0,8.5,-999.0,9.3,74.0,15.1,3.1,-0.1
16265,2017-03-15,0.0,0,6.8,0,-999.0,8.6,-999.0,10.1,71.0,15.0,2.7,-1.1
16266,2017-03-16,0.0,0,10.5,0,-999.0,7.1,-999.0,8.6,67.0,17.3,0.2,-3.0
16267,2017-03-17,3.9,4,1.0,0,-999.0,7.3,-999.0,9.1,63.0,11.5,5.4,4.2
16268,2017-03-18,16.6,4,0.0,0,-999.0,10.3,-999.0,8.6,92.0,11.2,4.9,4.1
16269,2017-03-19,0.3,4,0.2,0,-999.0,10.8,-999.0,10.7,84.0,13.0,8.8,8.3
16270,2017-03-20,0.5,4,0.2,0,-999.0,10.1,-999.0,10.6,79.0,13.1,9.1,8.5
16271,2017-03-21,1.8,4,0.4,0,-999.0,7.7,-999.0,8.0,71.0,10.4,0.5,-2.8
16272,2017-03-22,0.0,0,5.6,0,-999.0,5.8,-999.0,6.0,64.0,11.4,-0.9,-4.8
16273,2017-03-23,0.0,0,9.4,0,-999.0,7.6,-999.0,8.5,70.0,14.0,2.4,-1.2
16274,2017-03-24,0.0,0,8.3,0,-999.0,7.5,-999.0,9.0,67.0,13.4,4.6,0.4
16275,2017-03-25,0.0,0,11.2,0,-999.0,6.0,-999.0,8.6,57.0,14.7,2.0,-2.4
16276,2017-03-26,0.0,0,8.7,0,-999.0,7.6,-999.0,8.8,70.0,14.8,3.9,-0.4
16277,2017-03-27,0.0,0,11.4,0,-999.0,6.5,-999.0,9.7,60.0,18.7,0.7,-3.4
16278,2017-03-28,0.0,0,10.6,0,-999.0,8.1,-999.0,12.7,58.0,20.0,2.7,-1.4
16279,2017-03-29,0.0,0,0.3,0,-999.0,10.4,-999.0,13.1,69.0,15.3,10.3,6.5
16280,2017-03-30,0.0,0,8.4,0,-999.0,10.6,-999.0,16.5,58.0,21.7,11.8,6.9
16281,2017-03-31,0.0,0,8.9,0,-999.0,10.1,-999.0,16.9,55.0,23.7,8.7,4.0
16282,2017-04-01,2.0,4,4.5,0,-999.0,10.9,-999.0,12.8,75.0,17.9,7.1,3.1
16283,2017-04-02,0.1,4,7.1,0,-999.0,9.8,-999.0,12.6,69.0,17.9,7.3,2.4
16284,2017-04-03,0.0,0,5.8,0,-999.0,8.9,-999.0,8.7,81.0,14.4,3.5,-1.8
16285,2017-04-04,0.0,0,11.4,0,-999.0,7.1,-999.0,8.3,69.0,15.6,1.0,-3.4
16286,2017-04-05,0.0,0,3.4,0,-999.0,7.6,-999.0,7.7,73.0,14.1,1.3,-3.0
16287,2017-04-06,0.0,0,3.1,0,-999.0,7.2,-999.0,7.9,68.0,11.9,4.5,-0.2
16288,2017-04-07,0.0,0,0.0,0,-999.0,8.5,-999.0,9.5,72.0,13.4,2.7,-2.1
16289,2017-04-08,0.0,0,3.4,0,-999.0,9.2,-999.0,10.5,73.0,14.8,3.2,-2.6
16290,2017-04-09,0.0,0,11.5,0,-999.0,8.1,-999.0,11.6,66.0,22.7,0.8,-4.2
16291,2017-04-10,0.0,0,2.7,0,-999.0,8.4,-999.0,10.9,65.0,14.8,6.1,0.6
16292,2017-04-11,0.0,0,1.9,0,-999.0,7.5,-999.0,9.1,66.0,13.3,5.0,0.7
16293,2017-04-12,0.9,4,0.6,0,-999.0,8.7,-999.0,10.0,70.0,13.1,8.0,5.4
16294,2017-04-13,0.0,0,0.5,0,-999.0,8.3,-999.0,9.5,71.0,13.0,3.1,-2.7
16295,2017-04-14,0.6,4,0.7,0,-999.0,7.7,-999.0,6.9,78.0,11.0,0.7,-4.6
16296,2017-04-15,4.4,4,1.0,0,-999.0,7.9,-999.0,8.7,71.0,11.8,5.3,0.8
16297,2017-04-16,7.4,4,1.6,0,-999.0,7.7,-999.0,7.3,75.0,11.6,4.9,2.2
16298,2017-04-17,2.0,4,3.9,0,-999.0,6.8,-999.0,5.8,75.0,11.3,2.1,1.5
16299,2017-04-18,1.2,4,5.2,0,-999.0,6.4,-999.0,4.4,77.0,9.2,0.8,-2.4
16300,2017-04-19,0.0,0,5.9,0,-999.0,4.9,-999.0,3.1,65.0,7.8,-1.6,-5.5
16301,2017-04-20,0.0,4,12.2,0,-999.0,5.0,-999.0,4.9,62.0,11.8,-3.5,-7.8
16302,2017-04-21,2.4,4,0.6,0,-999.0,7.5,-999.0,8.7,67.0,13.9,0.8,-3.4
16303,2017-04-22,0.0,0,2.7,0,-999.0,7.2,-999.0,7.7,69.0,10.6,3.9,0.0
16304,2017-04-23,0.1,4,2.9,0,-999.0,6.5,-999.0,5.8,71.0,10.0,0.2,-4.5
16305,2017-04-24,2.1,4,5.6,0,-999.0,6.9,-999.0,8.6,64.0,15.1,-1.2,-5.7
16306,2017-04-25,0.6,4,5.1,0,-999.0,6.5,-999.0,7.1,65.0,10.4,1.4,-3.2
16307,2017-04-26,0.1,4,3.7,0,-999.0,6.1,-999.0,4.3,75.0,10.2,-1.5,-5.6
16308,2017-04-27,0.0,0,7.1,0,-999.0,5.8,-999.0,5.5,67.0,12.0,-1.6,-6.0
16309,2017-04-28,0.0,0,1.4,0,-999.0,7.1,-999.0,6.8,72.0,11.6,-0.5,-5.2
16310,2017-04-29,0.0,0,5.7,0,-999.0,6.5,-999.0,7.4,65.0,13.4,1.6,-3.7
16311,2017-04-30,0.0,0,13.3,0,-999.0,6.5,-999.0,11.1,52.0,18.3,0.7,-4.7
16312,2017-05-01,7.2,4,0.0,-999,-999.0,9.4,-999.0,9.3,80.0,12.3,7.2,5.7
16313,2017-05-02,6.3,4,0.0,-999,-999.0,10.3,-999.0,8.8,90.0,11.8,7.1,6.4
16314,2017-05-03,2.2,4,2.7,-999,-999.0,10.5,-999.0,10.3,84.0,14.8,7.2,7.1
16315,2017-05-04,0.3,4,1.4,-999,-999.0,10.1,-999.0,9.9,83.0,12.1,7.4,7.2
16316,2017-05-05,0.0,4,0.0,-999,-999.0,9.7,-999.0,8.5,87.0,11.3,5.7,0.7
16317,2017-05-06,0.0,0,10.7,-999,-999.0,10.5,-999.0,12.5,74.0,19.2,4.8,-0.4
16318,2017-05-07,0.0,0,2.6,-999,-999.0,11.4,-999.0,12.7,78.0,18.7,6.7,2.5
16319,2017-05-08,0.2,4,0.8,-999,-999.0,8.6,-999.0,8.7,76.0,12.3,6.5,3.0
16320,2017-05-09,0.0,0,7.3,-999,-999.0,6.4,-999.0,7.7,63.0,12.7,1.0,-3.2
16321,2017-05-10,0.0,0,13.4,-999,-999.0,7.0,-999.0,9.4,64.0,17.6,-0.1,-4.4
16322,2017-05-11,0.2,4,9.8,-999,-999.0,10.3,-999.0,15.7,60.0,22.8,3.6,-2.0
16323,2017-05-12,3.6,4,3.8,-999,-999.0,13.2,-999.0,17.0,69.0,22.1,13.2,10.6
16324,2017-05-13,0.0,0,7.4,-999,-999.0,13.1,-999.0,16.9,70.0,22.5,10.2,6.3
16325,2017-05-14,1.9,4,5.6,-999,-999.0,12.9,-999.0,15.8,73.0,20.9,9.0,3.9
16326,2017-05-15,0.0,0,11.7,-999,-999.0,10.4,-999.0,15.4,64.0,21.2,8.0,3.9
16327,2017-05-16,0.1,4,5.8,-999,-999.0,13.6,-999.0,19.8,59.0,26.1,13.9,12.8
16328,2017-05-17,0.0,0,12.1,-999,-999.0,13.9,-999.0,23.0,51.0,28.2,16.6,14.2
16329,2017-05-18,10.6,4,1.8,-999,-999.0,16.4,-999.0,18.2,79.0,22.2,13.5,9.5
16330,2017-05-19,7.2,4,0.0,-999,-999.0,13.7,-999.0,13.0,91.0,16.0,10.6,9.4
16331,2017-05-20,0.0,0,7.0,-999,-999.0,10.4,-999.0,12.4,74.0,17.6,6.7,2.0
16332,2017-05-21,0.0,0,10.1,-999,-999.0,10.0,-999.0,14.0,67.0,20.6,5.1,0.7
16333,2017-05-22,0.0,0,10.1,-999,-999.0,11.6,-999.0,16.7,65.0,24.7,7.4,3.0
16334,2017-05-23,0.0,0,10.2,-999,-999.0,12.1,-999.0,18.3,58.0,24.1,10.7,5.7
16335,2017-05-24,0.0,0,1.3,-999,-999.0,12.5,-999.0,16.0,69.0,21.1,10.3,6.1
16336,2017-05-25,0.0,0,10.2,-999,-999.0,12.9,-999.0,16.1,73.0,22.7,9.4,3.7
16337,2017-05-26,0.0,0,13.6,-999,-999.0,14.0,-999.0,19.5,64.0,25.8,10.2,4.8
16338,2017-05-27,0.0,0,13.7,-999,-999.0,13.6,-999.0,22.5,54.0,29.6,11.5,5.8
16339,2017-05-28,4.5,4,5.4,-999,-999.0,18.2,-999.0,21.2,73.0,27.4,16.3,11.5
16340,2017-05-29,0.1,4,12.7,-999,-999.0,19.1,-999.0,25.0,64.0,32.1,16.3,12.8
16341,2017-05-30,3.4,4,6.4,-999,-999.0,17.8,-999.0,20.8,72.0,25.1,15.7,10.2
16342,2017-05-31,0.0,0,5.8,-999,-999.0,13.6,-999.0,17.9,67.0,24.3,12.7,7.8
16343,2017-06-01,0.0,0,12.1,-999,-999.0,12.4,-999.0,17.7,64.0,25.0,9.0,4.6
16344,2017-06-02,4.0,4,8.4,-999,-999.0,15.9,-999.0,20.8,68.0,28.3,13.8,10.9
16345,2017-06-03,9.3,4,6.2,-999,-999.0,17.7,-999.0,20.0,77.0,25.8,15.4,14.1
16346,2017-06-04,0.2,4,2.2,-999,-999.0,13.4,-999.0,15.9,75.0,20.2,10.5,6.4
16347,2017-06-05,0.0,0,9.9,-999,-999.0,11.2,-999.0,15.9,65.0,22.3,8.0,3.8
16348,2017-06-06,4.6,4,5.2,-999,-999.0,11.6,-999.0,15.6,65.0,19.0,11.6,8.3
16349,2017-06-07,3.4,4,3.8,-999,-999.0,10.5,-999.0,13.5,68.0,16.5,11.3,6.5
16350,2017-06-08,0.0,0,6.1,-999,-999.0,12.5,-999.0,17.7,62.0,23.9,11.5,6.7
16351,2017-06-09,4.0,4,4.4,-999,-999.0,13.2,-999.0,16.8,70.0,20.5,10.6,6.4
16352,2017-06-10,0.0,0,12.5,-999,-999.0,12.4,-999.0,17.0,67.0,23.9,8.1,4.0
16353,2017-06-11,0.3,4,5.4,-999,-999.0,15.7,-999.0,21.4,63.0,28.9,13.0,9.4
16354,2017-06-12,0.0,0,2.3,-999,-999.0,11.3,-999.0,17.0,58.0,19.5,14.8,13.1
16355,2017-06-13,0.0,0,2.5,-999,-999.0,12.2,-999.0,16.1,68.0,20.7,9.8,5.3
16356,2017-06-14,0.0,0,14.2,-999,-999.0,11.8,-999.0,17.2,64.0,24.6,7.8,3.6
16357,2017-06-15,1.7,4,9.2,-999,-999.0,15.7,-999.0,20.6,67.0,30.3,10.9,6.8
16358,2017-06-16,0.0,0,2.4,-999,-999.0,12.1,-999.0,16.9,63.0,19.9,13.0,9.6
16359,2017-06-17,0.0,0,0.2,-999,-999.0,14.2,-999.0,17.2,72.0,21.9,11.9,6.9
16360,2017-06-18,0.0,0,11.9,-999,-999.0,16.3,-999.0,20.7,69.0,27.5,12.5,8.2
16361,2017-06-19,0.0,0,14.2,-999,-999.0,15.8,-999.0,23.3,61.0,31.7,13.2,8.6
16362,2017-06-20,0.0,0,12.2,-999,-999.0,17.4,-999.0,23.1,64.0,30.8,13.5,10.4
16363,2017-06-21,0.0,0,13.8,-999,-999.0,15.1,-999.0,21.3,62.0,29.2,13.2,10.8
16364,2017-06-22,5.8,4,10.9,-999,-999.0,18.0,-999.0,25.0,61.0,34.4,14.9,10.9
16365,2017-06-23,0.0,0,4.7,-999,-999.0,15.6,-999.0,21.0,63.0,24.9,17.3,12.2
16366,2017-06-24,2.9,4,1.0,-999,-999.0,15.0,-999.0,17.3,76.0,20.9,14.3,12.3
16367,2017-06-25,0.6,4,1.4,-999,-999.0,15.9,-999.0,18.0,78.0,20.7,16.2,13.6
16368,2017-06-26,0.6,4,9.5,-999,-999.0,12.9,-999.0,18.5,63.0,23.9,13.0,8.5
16369,2017-06-27,0.4,4,0.0,-999,-999.0,14.5,-999.0,16.8,75.0,20.6,11.4,8.3
16370,2017-06-28,10.4,4,1.3,-999,-999.0,18.5,-999.0,18.5,87.0,22.0,14.4,11.2
16371,2017-06-29,0.4,4,0.4,-999,-999.0,15.7,-999.0,17.7,79.0,21.6,13.4,10.5
16372,2017-06-30,3.2,4,1.9,-999,-999.0,14.2,-999.0,17.5,72.0,21.5,14.0,10.4
16373,2017-07-01,6.3,4,0.3,-999,-999.0,16.2,-999.0,15.7,91.0,17.6,14.4,13.1
16374,2017-07-02,0.9,4,2.4,-999,-999.0,14.5,-999.0,16.5,78.0,21.3,12.0,7.3
16375,2017-07-03,0.0,0,8.8,-999,-999.0,12.1,-999.0,17.2,65.0,23.3,8.0,3.7
16376,2017-07-04,0.0,0,3.2,-999,-999.0,15.1,-999.0,18.5,72.0,22.8,13.1,9.7
16377,2017-07-05,0.0,0,7.1,-999,-999.0,15.3,-999.0,20.1,68.0,26.6,11.9,8.2
16378,2017-07-06,5.8,4,8.3,-999,-999.0,17.0,-999.0,21.1,71.0,28.3,12.3,8.4
16379,2017-07-07,0.0,0,9.3,-999,-999.0,18.9,-999.0,22.7,70.0,28.7,16.3,13.3
16380,2017-07-08,0.0,0,3.9,-999,-999.0,17.1,-999.0,21.4,69.0,28.3,15.4,11.8
16381,2017-07-09,0.9,4,6.8,-999,-999.0,16.0,-999.0,20.8,67.0,27.8,15.8,12.6
16382,2017-07-10,0.5,4,3.2,-999,-999.0,17.3,-999.0,20.6,73.0,28.3,16.4,12.9
16383,2017-07-11,5.5,4,3.8,-999,-999.0,14.7,-999.0,19.0,69.0,24.2,15.3,12.2
16384,2017-07-12,22.2,4,0.3,-999,-999.0,15.3,-999.0,15.4,86.0,17.3,9.0,4.9
16385,2017-07-13,0.0,0,7.7,-999,-999.0,10.8,-999.0,14.4,69.0,21.4,6.9,2.9
16386,2017-07-14,6.3,4,4.2,-999,-999.0,12.4,-999.0,14.9,76.0,21.7,8.3,4.6
16387,2017-07-15,0.0,0,5.2,-999,-999.0,12.8,-999.0,16.9,68.0,21.8,12.3,11.7
16388,2017-07-16,5.7,4,0.2,-999,-999.0,16.7,-999.0,19.0,75.0,22.6,15.8,14.5
16389,2017-07-17,0.2,4,7.4,-999,-999.0,15.7,-999.0,19.2,73.0,24.7,12.1,8.1
16390,2017-07-18,0.0,0,13.6,-999,-999.0,13.7,-999.0,20.6,60.0,28.1,10.3,6.5
16391,2017-07-19,17.1,4,9.3,-999,-999.0,18.5,-999.0,22.7,71.0,33.6,15.9,12.4
16392,2017-07-20,1.4,4,2.7,-999,-999.0,18.4,-999.0,21.1,75.0,26.8,16.4,13.6
16393,2017-07-21,3.7,4,12.8,-999,-999.0,12.5,-999.0,19.5,57.0,25.8,11.0,7.2
16394,2017-07-22,6.1,4,9.2,-999,-999.0,17.1,-999.0,21.7,68.0,27.8,17.0,14.8
16395,2017-07-23,2.4,4,4.1,-999,-999.0,14.4,-999.0,17.3,74.0,21.0,15.2,12.7
16396,2017-07-24,6.3,4,1.2,-999,-999.0,14.3,-999.0,15.2,83.0,19.7,13.0,11.6
16397,2017-07-25,32.8,4,0.0,-999,-999.0,15.7,-999.0,15.1,92.0,16.7,13.4,12.9
16398,2017-07-26,0.9,4,4.4,-999,-999.0,15.3,-999.0,18.0,76.0,22.7,14.9,14.3
16399,2017-07-27,0.2,4,4.7,-999,-999.0,15.3,-999.0,18.4,73.0,22.4,13.2,10.6
16400,2017-07-28,0.8,4,2.1,-999,-999.0,13.6,-999.0,17.4,70.0,22.0,13.3,10.5
16401,2017-07-29,0.0,0,2.9,-999,-999.0,16.6,-999.0,21.3,66.0,25.9,15.0,14.4
16402,2017-07-30,0.7,4,7.2,-999,-999.0,16.4,-999.0,22.8,60.0,27.4,16.5,13.9
16403,2017-07-31,0.1,4,11.3,-999,-999.0,14.6,-999.0,20.3,64.0,25.8,13.7,9.9
16404,2017-08-01,0.1,4,1.4,-999,-999.0,16.8,-999.0,18.9,78.0,21.9,14.0,10.7
16405,2017-08-02,5.1,4,3.0,-999,-999.0,16.6,-999.0,18.8,79.0,24.5,13.3,11.3
16406,2017-08-03,0.3,4,5.9,-999,-999.0,17.4,-999.0,20.7,72.0,25.0,17.2,14.9
16407,2017-08-04,1.8,4,1.8,-999,-999.0,14.0,-999.0,19.2,64.0,22.8,14.9,11.1
16408,2017-08-05,14.5,4,1.2,-999,-999.0,15.6,-999.0,15.4,89.0,19.4,13.0,10.2
16409,2017-08-06,0.0,0,9.2,-999,-999.0,12.5,-999.0,15.9,72.0,21.9,10.1,6.6
16410,2017-08-07,0.0,0,12.0,-999,-999.0,12.4,-999.0,17.7,66.0,25.2,9.0,5.6
16411,2017-08-08,7.3,4,2.5,-999,-999.0,15.2,-999.0,16.4,82.0,21.5,12.2,9.1
16412,2017-08-09,0.2,4,8.1,-999,-999.0,13.4,-999.0,17.1,71.0,22.3,12.3,9.7
16413,2017-08-10,7.2,4,0.0,-999,-999.0,15.5,-999.0,15.6,87.0,17.7,13.2,11.8
16414,2017-08-11,8.4,4,0.0,-999,-999.0,15.4,-999.0,14.8,91.0,16.2,13.8,13.3
16415,2017-08-12,2.4,4,0.8,-999,-999.0,15.9,-999.0,15.6,90.0,18.9,13.0,12.1
16416,2017-08-13,0.0,0,5.0,-999,-999.0,15.3,-999.0,17.2,79.0,22.0,11.7,8.2
16417,2017-08-14,0.1,4,10.1,-999,-999.0,16.1,-999.0,18.8,75.0,25.7,10.5,7.1
16418,2017-08-15,0.5,4,3.7,-999,-999.0,18.7,-999.0,20.4,79.0,26.4,14.8,11.6
16419,2017-08-16,0.3,4,5.5,-999,-999.0,16.8,-999.0,19.9,74.0,24.3,15.1,12.6
16420,2017-08-17,2.2,4,1.6,-999,-999.0,17.2,-999.0,19.1,79.0,24.4,14.0,10.9
16421,2017-08-18,11.3,4,0.2,-999,-999.0,17.2,-999.0,17.1,88.0,20.1,12.5,10.5
16422,2017-08-19,2.9,4,4.4,-999,-999.0,13.4,-999.0,14.6,81.0,19.5,11.9,9.8
16423,2017-08-20,0.0,0,4.6,-999,-999.0,12.6,-999.0,15.2,74.0,19.2,10.8,8.3
16424,2017-08-21,0.0,0,9.1,-999,-999.0,12.0,-999.0,14.7,75.0,21.4,8.2,4.8
16425,2017-08-22,0.0,0,9.6,-999,-999.0,12.7,-999.0,16.6,70.0,23.7,9.2,6.1
16426,2017-08-23,0.0,0,10.8,-999,-999.0,14.2,-999.0,19.3,67.0,26.6,10.4,7.4
16427,2017-08-24,0.0,0,3.2,-999,-999.0,15.7,-999.0,19.0,72.0,23.3,13.3,10.2
16428,2017-08-25,0.0,0,7.3,-999,-999.0,14.1,-999.0,18.1,70.0,24.1,11.5,8.2
16429,2017-08-26,0.0,0,4.3,-999,-999.0,17.7,-999.0,19.7,78.0,24.8,14.7,12.0
16430,2017-08-27,0.0,0,11.2,-999,-999.0,14.5,-999.0,18.5,71.0,23.9,12.1,8.9
16431,2017-08-28,0.0,0,11.6,-999,-999.0,14.4,-999.0,18.7,71.0,26.9,10.6,7.6
16432,2017-08-29,0.0,0,12.0,-999,-999.0,17.5,-999.0,22.2,68.0,30.2,13.9,10.7
16433,2017-08-30,2.9,4,1.8,-999,-999.0,19.2,-999.0,21.6,75.0,27.1,17.0,13.8
16434,2017-08-31,2.2,4,1.9,-999,-999.0,14.3,-999.0,14.7,85.0,18.2,9.6,6.2
16435,2017-09-01,4.7,4,5.0,-999,-999.0,12.7,-999.0,13.4,84.0,19.6,9.1,5.5
16436,2017-09-02,2.2,4,4.8,-999,-999.0,12.7,-999.0,13.6,83.0,18.8,8.8,5.8
16437,2017-09-03,0.0,0,11.2,-999,-999.0,11.5,-999.0,13.6,77.0,21.5,6.7,3.7
16438,2017-09-04,0.0,0,8.8,-999,-999.0,12.3,-999.0,15.9,71.0,22.8,9.1,5.3
16439,2017-09-05,4.1,4,3.4,-999,-999.0,17.3,-999.0,19.6,76.0,25.9,15.6,14.6
16440,2017-09-06,2.3,4,3.0,-999,-999.0,14.0,-999.0,16.3,75.0,18.9,12.7,11.5
16441,2017-09-07,0.1,4,1.8,-999,-999.0,12.5,-999.0,14.9,74.0,18.2,12.6,10.8
16442,2017-09-08,35.1,4,0.0,-999,-999.0,14.1,-999.0,14.9,83.0,16.0,14.1,13.3
16443,2017-09-09,3.1,4,3.2,-999,-999.0,13.6,-999.0,13.5,88.0,17.6,9.3,6.2
16444,2017-09-10,0.7,4,5.8,-999,-999.0,11.5,-999.0,13.5,76.0,18.8,7.4,3.9
16445,2017-09-11,1.4,4,4.4,-999,-999.0,12.2,-999.0,14.6,74.0,18.3,12.5,11.1
16446,2017-09-12,4.7,4,6.4,-999,-999.0,12.1,-999.0,14.3,74.0,17.9,12.2,9.5
16447,2017-09-13,5.3,4,4.5,-999,-999.0,11.9,-999.0,14.7,72.0,18.5,11.6,9.6
16448,2017-09-14,9.8,4,2.7,-999,-999.0,11.6,-999.0,11.5,85.0,14.2,9.8,7.9
