,MESS_DATUM,FX,FM,RSK,RSKF,SDK,SHK_TAG,NM,VPM,PM,TMK,UPM,TXK,TNK
32560,1990-01-07,12.9,5.5,0.0,0,8.5,120,0.3,0.8,712.2,-10.1,30.0,-7.0,-13.8
32561,1990-01-08,13.4,5.6,0.0,0,8.6,120,1.0,0.5,714.6,-8.4,15.0,-5.3,-10.1
32562,1990-01-09,7.2,2.9,0.0,0,8.6,120,1.0,1.2,716.1,-5.8,32.0,-3.2,-9.8
32563,1990-01-10,9.3,2.1,0.0,0,8.6,120,1.3,0.7,714.7,-6.1,19.0,0.0,-7.0
32564,1990-01-11,7.2,2.7,0.0,0,8.6,115,0.7,1.1,714.5,-4.0,24.0,-0.8,-9.0
32565,1990-01-12,10.3,4.6,0.0,0,8.7,115,1.0,0.9,713.7,-5.0,21.0,-1.0,-6.6
32566,1990-01-13,10.8,5.3,0.0,0,8.7,115,1.0,1.3,711.8,-8.5,42.0,-6.2,-9.7
32567,1990-01-14,5.1,2.5,0.0,0,8.5,115,1.3,1.1,708.8,-8.6,32.0,-4.8,-10.6
32568,1990-01-15,16.5,8.2,1.2,7,8.5,115,2.3,1.1,710.8,-7.8,32.0,-6.3,-11.6
32569,1990-01-16,15.4,6.8,2.9,7,0.0,115,8.0,4.6,715.2,-4.0,100.0,-2.0,-7.8
32570,1990-01-17,18.5,7.0,0.4,7,8.5,115,3.0,3.3,712.0,-6.1,78.0,-2.4,-8.5
32571,1990-01-18,13.9,4.9,1.2,7,0.0,115,5.3,2.1,707.5,-12.9,76.0,-7.8,-16.3
32572,1990-01-19,20.6,7.7,0.0,0,8.3,116,2.3,0.7,710.5,-10.0,25.0,-8.3,-16.8
32573,1990-01-20,27.8,10.4,7.6,7,0.0,115,7.3,2.1,713.4,-8.8,65.0,-7.3,-11.7
32574,1990-01-21,17.5,6.4,0.0,0,5.0,125,4.3,2.9,716.9,-7.7,84.0,-6.9,-10.7
32575,1990-01-22,11.8,4.4,0.0,0,9.0,120,1.0,2.1,716.7,-5.3,50.0,-0.1,-8.1
32576,1990-01-23,34.5,8.9,0.1,7,7.6,120,4.7,1.7,711.7,-3.6,36.0,-1.8,-6.1
32577,1990-01-24,40.1,13.6,9.3,7,0.0,120,8.0,3.3,701.8,-8.9,99.0,-1.8,-10.8
32578,1990-01-25,47.8,17.7,4.3,7,0.4,125,6.0,3.0,698.7,-6.8,82.0,-4.9,-10.5
32579,1990-01-26,36.5,11.0,8.8,7,0.0,128,8.0,2.4,694.7,-12.9,99.0,-5.5,-14.4
32580,1990-01-27,37.0,15.3,0.0,0,6.1,135,5.7,1.5,699.5,-11.5,62.0,-9.9,-15.9
32581,1990-01-28,45.8,16.2,1.2,7,0.0,135,6.0,3.0,697.6,-7.4,86.0,-5.5,-9.9
32582,1990-01-29,25.7,9.6,0.1,7,7.1,132,3.0,3.2,698.8,-8.0,95.0,-6.5,-10.8
32583,1990-01-30,28.3,8.2,0.4,7,0.6,130,7.0,3.2,700.5,-8.0,94.0,-6.8,-9.0
32584,1990-01-31,37.6,10.1,0.0,0,5.3,130,4.3,1.8,703.1,-2.4,36.0,0.0,-9.8
32585,1990-02-01,23.7,10.7,0.0,0,3.8,128,6.0,1.8,703.0,-5.2,45.0,-1.8,-6.0
32586,1990-02-02,30.9,12.2,3.3,7,0.4,125,6.7,3.0,703.5,-9.4,95.0,-5.8,-11.5
32587,1990-02-03,35.5,12.7,7.5,7,9.1,125,6.0,2.2,707.0,-5.9,56.0,0.3,-11.5
32588,1990-02-04,33.4,8.5,0.0,0,9.2,130,1.0,1.4,714.6,-7.3,50.0,-3.9,-13.8
32589,1990-02-05,14.9,6.7,0.0,0,9.3,130,0.7,1.1,717.2,0.6,18.0,2.1,-4.9
32590,1990-02-06,24.2,8.3,0.0,0,9.6,125,1.0,1.0,712.6,0.9,15.0,4.2,-0.7
32591,1990-02-07,24.7,10.3,0.0,0,9.1,120,2.7,2.1,711.5,-1.6,39.0,0.1,-3.9
32592,1990-02-08,34.0,10.7,21.6,7,3.1,120,7.3,4.1,710.7,-5.0,89.0,1.1,-8.8
32593,1990-02-09,19.0,4.9,0.6,7,4.9,145,6.0,1.8,709.1,-15.3,91.0,-8.2,-16.3
32594,1990-02-10,35.0,11.8,3.3,7,6.3,145,6.0,1.9,704.9,-8.4,59.0,-6.2,-16.3
32595,1990-02-11,37.0,11.6,4.2,7,0.3,145,5.7,2.0,694.3,-15.0,95.0,-6.6,-17.2
32596,1990-02-12,33.4,11.5,8.0,7,0.0,149,7.7,1.8,683.5,-15.7,96.0,-11.8,-17.4
32597,1990-02-13,40.1,10.6,29.6,7,0.0,150,8.0,2.3,686.0,-12.2,99.0,-8.8,-17.2
32598,1990-02-14,52.5,16.9,6.6,7,0.0,175,8.0,3.6,685.6,-6.6,100.0,-6.0,-14.2
32599,1990-02-15,46.3,12.9,24.1,7,0.0,180,8.0,3.0,688.0,-12.0,99.0,-4.1,-17.3
32600,1990-02-16,25.2,11.6,10.0,7,0.0,210,8.0,2.1,694.7,-13.2,99.0,-11.9,-18.1
32601,1990-02-17,26.8,11.5,0.0,0,2.5,215,6.0,3.5,703.9,-7.0,98.0,-6.2,-11.9
32602,1990-02-18,24.2,10.5,0.0,0,7.8,215,5.0,2.6,707.5,-5.8,68.0,-4.0,-7.8
32603,1990-02-19,21.1,7.2,0.0,0,5.3,210,5.0,3.0,712.0,-5.0,71.0,-3.4,-6.1
32604,1990-02-20,14.4,4.8,0.0,0,10.3,210,0.7,2.9,717.9,-0.5,51.0,3.3,-5.1
32605,1990-02-21,11.8,4.0,0.0,0,10.3,205,1.0,3.2,719.9,-3.2,66.0,2.6,-5.6
32606,1990-02-22,11.3,3.6,0.0,0,10.3,200,0.0,2.9,723.9,-1.7,52.0,4.4,-5.5
32607,1990-02-23,13.9,5.1,0.0,0,10.4,195,0.3,3.1,722.0,-2.6,61.0,0.4,-3.6
32608,1990-02-24,14.9,6.4,0.0,0,10.5,190,1.0,3.1,717.8,-3.0,63.0,0.1,-4.8
32609,1990-02-25,25.7,7.5,0.0,7,10.0,185,1.3,2.6,710.3,-3.1,53.0,0.2,-4.3
32610,1990-02-26,53.0,17.6,6.0,7,1.7,185,7.3,3.6,698.3,-6.6,91.0,-3.1,-8.4
32611,1990-02-27,62.2,15.6,18.2,7,0.0,185,8.0,2.8,686.8,-12.0,99.0,-6.4,-16.0
32612,1990-02-28,48.9,16.4,11.7,7,0.0,200,8.0,2.8,691.7,-9.6,99.0,-6.7,-16.9
32613,1990-03-01,55.6,12.0,16.0,7,0.4,210,8.0,1.8,692.5,-15.7,98.0,-6.3,-16.2
32614,1990-03-02,31.4,8.9,26.5,7,0.1,230,8.0,1.5,701.1,-18.2,98.0,-16.1,-19.2
32615,1990-03-03,16.5,7.8,2.4,7,3.7,272,7.3,1.2,713.4,-18.8,91.0,-17.4,-21.0
32616,1990-03-04,16.5,7.7,0.0,0,11.1,270,0.7,1.3,717.7,-11.3,51.0,-9.9,-17.9
32617,1990-03-05,22.1,8.9,0.0,0,10.8,270,1.3,1.5,714.7,-8.2,47.0,-7.3,-12.5
32618,1990-03-06,32.9,11.8,0.0,0,7.2,270,7.0,1.4,710.0,-8.4,43.0,-6.7,-9.6
32619,1990-03-07,24.2,7.6,0.0,0,11.0,265,3.0,2.0,711.8,-3.6,41.0,-1.4,-9.9
32620,1990-03-08,23.7,9.7,0.0,0,7.0,260,5.3,2.2,713.1,-3.0,44.0,1.2,-3.6
32621,1990-03-09,31.4,11.4,1.7,7,1.5,255,8.0,3.3,711.2,-8.0,94.0,-3.6,-9.3
32622,1990-03-10,34.5,15.1,1.9,7,0.0,256,7.7,3.5,715.9,-7.0,98.0,-4.8,-11.2
32623,1990-03-11,22.6,9.6,0.0,0,11.3,258,2.3,3.3,718.9,-0.7,58.0,1.0,-7.7
32624,1990-03-12,18.5,6.5,0.0,0,0.1,255,7.0,3.5,713.7,-4.4,78.0,0.1,-5.8
32625,1990-03-13,15.4,5.6,0.0,0,10.9,255,2.3,1.9,713.4,-3.4,39.0,-0.8,-8.2
32626,1990-03-14,11.8,3.4,0.2,7,1.8,250,7.3,4.0,715.4,-4.7,92.0,-1.8,-6.1
32627,1990-03-15,6.2,2.5,0.0,0,11.6,250,1.7,1.7,719.3,-3.3,36.0,-0.5,-6.6
32628,1990-03-16,11.3,4.1,0.0,0,11.8,240,0.3,1.7,720.4,-3.4,34.0,1.3,-4.9
32629,1990-03-17,13.9,5.7,0.0,0,11.6,240,1.0,2.0,718.8,-4.7,44.0,-0.1,-6.1
32630,1990-03-18,14.9,5.1,0.0,0,11.3,235,1.3,2.9,720.1,-4.1,63.0,0.0,-5.7
32631,1990-03-19,11.3,5.0,0.0,0,11.9,230,0.7,1.8,719.6,-3.8,38.0,-1.1,-6.6
32632,1990-03-20,17.0,5.9,3.6,7,4.5,230,7.0,3.1,716.8,-4.4,71.0,-3.0,-6.0
32633,1990-03-21,23.7,9.4,0.0,0,8.8,230,4.0,4.0,715.4,-2.3,80.0,-0.8,-5.2
32634,1990-03-22,25.2,7.3,3.3,7,9.0,225,4.7,3.3,714.0,-1.0,57.0,2.2,-2.2
32635,1990-03-23,25.7,5.6,3.3,7,4.7,225,5.0,2.9,710.8,-6.4,74.0,-1.5,-8.2
32636,1990-03-24,19.5,7.7,0.3,7,10.5,225,2.7,3.7,709.7,-3.3,75.0,-0.3,-8.2
32637,1990-03-25,24.2,7.9,8.6,7,0.0,220,8.0,2.2,702.4,-14.5,99.0,-4.3,-16.4
32638,1990-03-26,10.8,3.1,42.4,7,0.0,230,8.0,1.9,699.5,-14.9,98.0,-12.7,-16.5
32639,1990-03-27,15.4,6.1,8.2,7,4.8,310,7.3,2.3,698.8,-12.5,99.0,-8.4,-15.7
32640,1990-03-28,11.8,5.0,3.2,7,0.5,305,8.0,2.8,699.7,-10.4,99.0,-4.4,-12.7
32641,1990-03-29,17.0,6.0,11.6,7,2.8,305,8.0,2.7,707.9,-10.4,99.0,-7.9,-12.4
32642,1990-03-30,20.1,6.5,1.2,7,7.5,310,4.0,2.8,713.8,-6.6,77.0,-4.4,-10.2
32643,1990-03-31,18.0,7.8,0.0,0,12.6,310,0.7,2.3,717.7,-2.6,45.0,-0.8,-6.6
32644,1990-04-01,15.9,6.5,0.0,0,12.5,310,1.0,2.6,714.2,-1.7,47.0,3.3,-3.6
32645,1990-04-02,21.6,7.9,0.0,0,12.2,305,2.0,2.5,703.9,-4.5,56.0,-1.9,-6.1
32646,1990-04-03,23.7,7.6,11.2,7,2.4,300,7.3,3.8,698.1,-6.1,92.0,-2.1,-8.1
32647,1990-04-04,16.5,7.6,0.9,7,4.5,315,6.7,2.4,699.8,-10.8,92.0,-7.1,-13.1
32648,1990-04-05,24.7,9.2,0.2,7,2.4,310,7.7,3.3,700.5,-7.8,95.0,-4.5,-10.4
32649,1990-04-06,24.7,9.0,0.3,7,0.8,310,7.0,3.6,698.4,-5.9,90.0,-3.7,-9.0
32650,1990-04-07,14.9,6.2,17.4,7,0.0,310,8.0,3.9,696.2,-6.8,99.0,-2.4,-9.0
32651,1990-04-08,14.9,4.0,1.3,7,3.6,325,7.3,4.0,698.4,-6.2,94.0,-0.2,-9.6
32652,1990-04-09,15.9,5.1,0.9,7,2.5,320,7.7,3.3,697.0,-7.6,94.0,-3.4,-8.5
32653,1990-04-10,17.5,5.9,5.3,7,2.5,320,7.7,2.5,696.5,-11.9,99.0,-8.3,-13.8
32654,1990-04-11,30.4,9.0,43.6,7,0.0,325,8.0,2.6,696.4,-11.3,99.0,-9.5,-14.1
32655,1990-04-12,15.4,4.5,10.0,7,0.0,400,6.0,2.1,700.8,-13.2,95.0,-11.9,-13.9
32656,1990-04-13,14.4,5.8,0.0,0,8.0,410,3.0,2.5,702.9,-9.3,82.0,-4.0,-14.5
32657,1990-04-14,12.9,4.9,5.7,7,5.7,405,7.0,3.4,702.0,-7.3,91.0,-3.0,-8.9
32658,1990-04-15,30.4,10.1,16.1,7,0.5,405,7.3,2.5,698.4,-10.3,85.0,-6.9,-12.8
32659,1990-04-16,15.9,5.3,4.3,7,2.2,415,7.7,2.4,702.8,-12.4,98.0,-10.7,-14.4
32660,1990-04-17,13.4,4.1,11.6,7,5.5,410,7.0,2.6,703.2,-10.8,96.0,-7.5,-13.6
32661,1990-04-18,10.3,3.1,13.0,7,0.0,415,8.0,2.7,700.7,-11.2,99.0,-7.4,-12.7
32662,1990-04-19,12.3,4.8,0.9,7,2.3,420,7.7,3.0,697.1,-10.0,99.0,-5.9,-12.8
32663,1990-04-20,18.5,8.1,0.0,0,10.3,415,5.7,2.9,695.7,-9.0,93.0,-5.7,-11.9
32664,1990-04-21,11.3,4.1,1.3,7,6.3,405,6.0,3.5,696.9,-7.0,92.0,-2.9,-10.0
32665,1990-04-22,10.8,4.5,0.4,7,9.4,400,5.7,3.6,698.7,-6.5,94.0,-2.2,-9.5
32666,1990-04-23,14.4,4.1,11.9,7,0.4,400,8.0,3.4,696.6,-7.8,100.0,-4.9,-9.4
32667,1990-04-24,16.5,6.1,2.9,7,0.6,403,8.0,3.5,700.8,-7.6,100.0,-5.6,-8.8
32668,1990-04-25,17.0,5.8,11.4,7,0.1,400,8.0,3.4,704.0,-7.8,99.0,-6.4,-8.8
32669,1990-04-26,16.5,5.4,11.4,7,0.4,400,8.0,3.3,706.5,-8.0,100.0,-5.9,-9.6
32670,1990-04-27,24.2,8.6,22.5,7,0.0,400,8.0,3.5,708.2,-7.1,99.0,-6.3,-8.6
32671,1990-04-28,23.1,8.4,1.1,7,0.0,406,8.0,3.5,710.4,-7.6,99.0,-6.1,-8.5
32672,1990-04-29,11.8,4.6,0.0,0,10.7,405,3.3,3.8,713.6,-4.6,83.0,-0.1,-9.9
32673,1990-04-30,12.3,3.8,0.0,0,12.0,395,5.3,4.0,715.3,-3.0,80.0,0.1,-6.0
32674,1990-05-01,17.5,4.3,0.0,0,11.0,380,2.7,4.2,718.0,-1.7,75.0,0.2,-3.8
32675,1990-05-02,17.5,7.1,0.0,0,12.5,370,4.3,5.1,719.8,-0.2,81.0,2.7,-3.9
32676,1990-05-03,16.5,7.1,0.0,0,14.3,360,1.3,3.7,717.6,0.6,57.0,4.8,-2.8
32677,1990-05-04,17.5,5.6,0.0,0,11.4,355,3.0,4.1,714.9,-1.2,73.0,1.0,-2.8
32678,1990-05-05,7.2,2.8,2.3,7,11.4,350,2.7,4.2,713.5,-0.4,70.0,4.0,-3.5
32679,1990-05-06,9.8,3.5,3.8,7,1.7,347,7.0,4.7,711.5,-2.1,90.0,0.9,-3.6
32680,1990-05-07,20.1,4.6,4.8,7,10.0,345,7.3,4.9,710.0,-1.4,87.0,2.1,-3.2
32681,1990-05-08,15.9,4.3,1.1,7,3.5,345,7.7,5.4,710.5,-1.7,100.0,0.2,-3.9
32682,1990-05-09,16.5,3.8,2.3,7,3.2,340,7.3,5.5,710.8,-0.9,96.0,2.6,-3.0
32683,1990-05-10,13.9,4.4,2.1,7,10.2,340,5.3,4.9,710.1,-0.6,84.0,4.0,-3.0
32684,1990-05-11,14.9,5.9,4.1,7,3.7,335,7.0,5.5,706.6,-1.5,97.0,1.7,-4.0
32685,1990-05-12,17.0,6.3,3.2,7,3.3,332,8.0,4.8,705.6,-3.0,99.0,-0.8,-4.7
32686,1990-05-13,16.5,5.6,2.0,7,8.0,330,5.3,4.8,708.2,-1.1,85.0,2.1,-4.0
32687,1990-05-14,14.9,4.5,2.6,7,3.9,320,7.7,5.9,710.1,-0.4,98.0,1.7,-1.9
32688,1990-05-15,11.8,4.1,2.2,7,2.7,315,7.0,5.7,712.8,-0.9,98.0,1.1,-1.9
32689,1990-05-16,11.3,4.2,0.4,7,5.5,310,4.3,5.4,714.3,0.2,88.0,2.9,-1.6
32690,1990-05-17,13.9,6.0,0.0,0,5.1,310,7.7,6.0,712.7,0.6,92.0,2.5,-0.3
32691,1990-05-18,13.4,4.4,5.9,7,0.2,305,7.0,5.4,711.7,-1.6,98.0,0.9,-2.4
32692,1990-05-19,10.8,3.6,0.8,7,9.7,303,5.0,4.2,712.3,-0.1,69.0,3.9,-2.4
32693,1990-05-20,12.9,3.7,1.4,7,2.7,300,7.0,5.6,711.1,0.1,91.0,2.7,-1.8
32694,1990-05-21,11.3,4.2,12.6,7,0.9,300,8.0,5.8,708.7,-1.0,100.0,3.3,-1.7
32695,1990-05-22,9.8,2.7,0.3,8,3.3,300,7.0,5.9,709.9,-0.3,97.0,1.9,-2.6
32696,1990-05-23,13.4,4.8,2.0,8,4.1,295,6.7,5.7,711.3,0.7,88.0,4.1,-1.0
32697,1990-05-24,15.4,5.6,8.0,8,1.5,290,7.7,5.6,708.8,0.4,88.0,3.1,-0.3
32698,1990-05-25,13.4,3.5,17.4,7,0.0,290,8.0,4.7,707.7,-4.2,100.0,0.0,-6.0
32699,1990-05-26,8.7,3.8,0.8,7,5.7,295,6.3,4.6,710.1,-4.0,97.0,0.1,-7.2
32700,1990-05-27,7.7,2.3,0.1,7,3.8,295,5.0,3.7,710.8,-5.7,88.0,-0.3,-8.1
32701,1990-05-28,15.9,4.2,11.0,7,6.7,295,6.0,2.8,711.0,-7.2,77.0,-4.4,-8.8
32702,1990-05-29,10.8,3.1,0.1,7,3.9,305,5.0,3.1,710.2,-9.0,97.0,-6.0,-11.0
32703,1990-05-30,10.3,3.0,0.0,0,14.0,305,1.7,2.3,710.1,-5.4,55.0,-1.5,-10.6
32704,1990-05-31,10.8,3.7,0.0,0,14.1,300,3.3,3.7,712.4,-3.7,80.0,0.1,-7.6
32705,1990-06-01,15.4,4.0,0.0,0,15.1,290,3.3,3.9,712.8,0.0,66.0,3.0,-4.5
32706,1990-06-02,28.8,7.2,10.1,7,4.8,285,7.7,5.3,707.2,-1.2,88.0,3.9,-3.6
32707,1990-06-03,29.3,6.8,5.4,7,1.9,280,7.3,4.2,704.6,-4.5,99.0,-2.9,-7.2
32708,1990-06-04,28.3,10.6,3.9,8,0.5,280,8.0,5.5,704.1,-1.8,100.0,0.1,-3.8
32709,1990-06-05,20.6,7.8,11.2,8,3.5,280,7.7,6.1,705.9,0.2,99.0,1.5,-3.9
32710,1990-06-06,10.8,3.5,4.0,8,0.0,278,8.0,5.5,706.4,-1.5,100.0,1.3,-2.5
32711,1990-06-07,18.0,6.8,6.8,7,1.2,275,8.0,5.9,707.0,-0.5,97.0,2.9,-4.7
32712,1990-06-08,19.5,6.1,12.3,7,0.4,275,7.7,4.6,702.3,-3.8,97.0,-0.3,-5.0
32713,1990-06-09,23.1,4.9,19.3,7,0.6,280,8.0,4.1,702.8,-6.1,100.0,-0.8,-7.8
32714,1990-06-10,27.8,6.9,17.0,7,0.0,285,8.0,3.7,703.7,-6.7,100.0,-5.5,-7.8
32715,1990-06-11,24.2,5.4,0.0,0,6.0,295,5.3,5.2,708.8,-1.4,98.0,4.3,-6.6
32716,1990-06-12,9.8,3.8,25.5,8,3.1,285,7.7,5.4,707.3,-1.1,93.0,3.1,-2.7
32717,1990-06-13,10.3,4.0,6.9,7,0.0,290,8.0,4.9,708.5,-3.0,99.0,-1.0,-3.8
32718,1990-06-14,9.3,3.8,3.4,7,4.1,290,6.3,5.1,708.7,-2.8,98.0,1.2,-4.3
32719,1990-06-15,12.9,3.7,6.4,7,0.4,290,7.7,5.2,709.0,-2.3,99.0,0.5,-4.3
32720,1990-06-16,15.4,4.4,0.0,0,4.7,285,7.7,5.3,709.9,-2.0,100.0,-0.1,-3.9
32721,1990-06-17,14.9,4.1,0.0,0,8.6,280,5.3,5.3,710.3,0.2,86.0,3.9,-3.7
32722,1990-06-18,15.4,3.9,10.8,8,3.0,270,7.7,5.7,710.9,-0.4,97.0,4.5,-1.3
32723,1990-06-19,17.5,6.4,0.0,0,14.0,270,3.7,6.0,713.6,3.7,74.0,7.8,-0.6
32724,1990-06-20,13.4,6.0,13.6,8,9.7,260,6.3,6.3,711.8,3.3,78.0,7.3,1.2
32725,1990-06-21,23.1,5.8,0.2,7,6.4,255,7.3,6.0,708.5,0.8,94.0,4.1,-3.7
32726,1990-06-22,20.1,7.4,3.0,8,1.1,250,7.7,6.4,708.2,0.9,94.0,3.6,-0.7
32727,1990-06-23,21.6,8.1,3.4,7,0.5,245,6.7,5.5,710.7,-1.5,99.0,0.1,-2.5
32728,1990-06-24,21.6,6.0,0.1,7,0.7,248,8.0,6.0,716.0,0.0,100.0,1.2,-2.6
32729,1990-06-25,15.4,3.7,0.0,0,11.2,245,4.7,7.0,719.2,4.6,84.0,8.6,-0.1
32730,1990-06-26,15.4,3.6,0.0,6,12.1,240,3.7,6.6,718.5,8.1,58.0,11.9,4.4
32731,1990-06-27,18.5,5.1,5.5,6,7.6,235,5.3,8.2,715.3,6.3,83.0,10.9,4.0
32732,1990-06-28,13.9,5.9,10.3,6,0.7,230,6.7,7.6,715.2,3.2,99.0,6.1,2.8
32733,1990-06-29,23.7,6.3,17.4,8,10.7,225,5.3,8.1,717.1,5.0,89.0,9.1,2.6
32734,1990-06-30,20.1,6.7,9.8,8,11.1,220,3.7,7.7,715.9,6.7,79.0,12.0,2.2
32735,1990-07-01,18.5,4.4,2.5,7,2.2,210,7.7,6.7,711.2,0.8,100.0,5.9,-0.8
32736,1990-07-02,11.3,3.2,5.2,7,0.7,205,7.7,5.4,708.7,-1.6,99.0,0.0,-3.5
32737,1990-07-03,19.0,5.6,24.6,7,2.2,200,8.0,5.8,706.2,-1.2,100.0,4.0,-2.8
32738,1990-07-04,25.2,7.0,0.9,8,1.7,210,6.7,4.5,708.4,-3.2,92.0,-0.8,-5.0
32739,1990-07-05,36.0,12.9,16.6,8,1.8,205,7.3,6.2,706.9,-0.2,92.0,6.1,-4.2
32740,1990-07-06,25.2,7.8,3.6,7,0.0,203,8.0,4.3,709.1,-4.8,99.0,-3.3,-5.8
32741,1990-07-07,22.1,6.0,11.3,8,2.2,205,7.3,4.7,712.3,-3.0,98.0,-1.4,-7.3
32742,1990-07-08,23.1,8.5,4.1,8,0.0,205,8.0,6.8,714.7,1.7,99.0,3.4,-1.5
32743,1990-07-09,20.1,8.5,13.5,6,10.5,200,5.0,9.0,715.3,6.6,89.0,10.0,1.4
32744,1990-07-10,21.6,6.4,6.5,8,0.0,190,8.0,5.3,712.3,-2.6,100.0,5.8,-4.8
32745,1990-07-11,11.3,3.9,0.0,0,10.3,194,3.7,3.8,717.0,-1.1,71.0,0.1,-5.4
32746,1990-07-12,15.4,4.8,0.0,0,15.5,190,0.3,3.4,718.0,6.2,35.0,10.1,0.1
32747,1990-07-13,11.3,3.1,0.0,0,15.5,180,0.7,5.8,716.0,7.4,52.0,13.1,5.3
32748,1990-07-14,10.8,3.4,0.0,0,13.8,175,3.0,5.6,714.1,4.2,65.0,7.0,2.7
32749,1990-07-15,12.3,4.1,0.0,0,10.6,170,3.0,4.9,716.1,3.7,59.0,5.3,1.7
32750,1990-07-16,13.9,4.5,0.1,6,8.2,165,4.0,5.2,719.2,4.1,62.0,5.8,1.3
32751,1990-07-17,19.0,5.7,7.4,8,0.4,160,7.7,7.7,716.9,3.0,100.0,5.0,2.3
32752,1990-07-18,12.9,4.1,0.0,0,8.8,150,3.3,4.4,714.7,0.4,70.0,2.7,-3.0
32753,1990-07-19,11.3,4.1,0.0,0,10.9,145,2.3,4.4,714.9,2.2,61.0,4.5,0.0
32754,1990-07-20,10.3,4.3,0.0,0,14.3,135,1.3,3.9,717.5,4.5,43.0,8.0,0.3
32755,1990-07-21,9.8,4.1,0.0,0,15.3,125,0.7,7.2,720.0,6.6,72.0,10.2,3.8
32756,1990-07-22,12.9,3.8,0.0,0,13.7,115,2.3,8.0,718.9,6.0,85.0,8.9,4.1
32757,1990-07-23,17.5,5.2,0.0,0,4.2,100,8.0,8.4,716.3,4.1,100.0,6.3,3.0
32758,1990-07-24,17.5,5.6,0.0,0,8.9,97,5.3,6.3,714.8,2.5,83.0,5.5,0.8
32759,1990-07-25,12.3,4.3,0.0,0,10.6,95,2.0,5.3,713.4,1.6,74.0,5.1,-1.9
32760,1990-07-26,14.4,5.4,0.0,0,11.9,85,4.3,5.4,712.5,3.6,70.0,7.5,1.0
32761,1990-07-27,11.8,3.4,0.0,0,12.5,80,4.7,5.8,715.2,4.2,71.0,7.4,1.0
32762,1990-07-28,8.7,3.5,0.0,0,14.9,77,4.3,4.3,718.4,9.6,35.0,15.1,3.7
32763,1990-07-29,9.8,3.2,1.1,6,7.9,70,5.7,9.9,719.4,8.2,89.0,11.0,6.5
32764,1990-07-30,13.9,5.3,9.3,6,6.4,65,6.0,8.9,718.7,5.9,90.0,11.0,3.7
32765,1990-07-31,8.7,2.4,22.9,6,7.4,55,5.0,7.7,719.4,5.0,84.0,9.9,2.5
32766,1990-08-01,15.4,4.5,0.2,6,5.2,48,6.7,8.8,720.4,5.4,96.0,9.4,2.8
32767,1990-08-02,13.4,3.0,0.0,0,12.5,41,2.0,6.4,721.6,8.0,57.0,12.1,4.2
32768,1990-08-03,5.7,2.5,0.0,0,12.0,38,2.0,5.3,721.5,8.5,46.0,12.2,6.7
32769,1990-08-04,11.8,4.4,0.0,0,14.8,35,1.0,5.3,720.4,7.2,51.0,11.9,5.3
32770,1990-08-05,12.9,4.7,1.8,6,13.4,25,2.0,7.0,718.4,7.0,70.0,9.9,4.8
32771,1990-08-06,23.1,6.7,17.1,8,0.0,20,8.0,7.0,712.6,1.8,96.0,7.3,-2.1
32772,1990-08-07,10.3,2.8,0.3,8,0.4,19,7.7,5.1,712.1,-2.2,99.0,0.1,-3.1
32773,1990-08-08,7.2,2.0,0.0,0,4.8,18,4.3,5.3,714.6,-1.8,96.0,1.1,-4.1
32774,1990-08-09,8.2,3.7,0.0,0,12.6,17,2.0,4.3,716.8,1.1,61.0,6.2,-4.2
32775,1990-08-10,9.3,2.8,0.0,0,10.2,15,4.0,5.0,718.2,2.5,67.0,6.0,0.2
32776,1990-08-11,11.3,3.4,0.0,0,7.3,0,5.0,6.2,717.9,4.4,76.0,7.9,0.9
32777,1990-08-12,12.9,3.4,1.9,8,7.7,0,5.3,4.7,717.9,5.3,53.0,9.2,2.8
32778,1990-08-13,21.6,4.0,33.7,8,4.7,0,6.7,7.3,717.0,4.2,86.0,10.1,2.1
32779,1990-08-14,14.9,4.5,13.4,8,3.3,0,6.7,7.6,714.3,3.4,95.0,8.0,1.9
32780,1990-08-15,14.4,4.2,0.0,0,1.4,0,6.7,6.9,713.7,1.6,100.0,3.4,1.0
32781,1990-08-16,22.6,5.6,21.1,8,8.8,0,5.7,6.7,714.3,4.0,80.0,8.4,0.9
32782,1990-08-17,18.0,5.1,7.1,7,1.0,0,8.0,5.0,713.4,-2.9,100.0,3.4,-4.2
32783,1990-08-18,18.5,5.7,0.2,8,11.3,2,5.0,5.3,714.0,-1.1,95.0,1.2,-5.6
32784,1990-08-19,22.6,6.3,0.0,0,9.3,1,5.7,6.8,715.5,2.1,97.0,4.2,-0.9
32785,1990-08-20,26.2,7.9,4.6,6,9.2,0,5.7,6.7,714.7,4.0,82.0,6.2,2.8
32786,1990-08-21,29.3,8.9,1.4,8,0.0,0,8.0,5.4,711.4,-2.0,99.0,3.7,-2.9
32787,1990-08-22,13.9,5.2,0.0,0,0.8,0,6.7,5.3,715.0,-2.0,99.0,0.5,-3.9
32788,1990-08-23,13.4,5.0,0.0,0,14.0,0,0.7,3.4,719.7,6.7,35.0,9.0,-2.2
32789,1990-08-24,8.7,3.8,0.0,0,13.5,0,1.0,3.4,720.2,9.6,27.0,13.6,7.8
32790,1990-08-25,12.9,2.8,3.3,6,7.5,0,5.7,8.4,716.5,4.6,94.0,9.8,3.0
32791,1990-08-26,13.9,4.9,2.4,6,2.8,0,7.7,8.0,714.3,3.5,99.0,7.2,1.8
