Jahr,Monat,Unternehmen_Id,Unternehmensbeschreibung,Umsatz in millionen
2004,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",132.5
2004,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.0
2004,5,WZ08-563,Ausschank von Getränken,166.1
2004,5,WZ08-561-01,Gaststättengewerbe,137.1
2004,5,WZ08-55-01,Gastgewerbe,125.5
2004,6,WZ08-55,Beherbergung,113.0
2004,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",111.5
2004,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,139.2
2004,6,WZ08-553,Campingplätze,117.7
2004,6,WZ08-559,Sonstige Beherbergungsstätten,91.6
2004,6,WZ08-56,Gastronomie,120.8
2004,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",123.9
2004,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,91.6
2004,6,WZ08-563,Ausschank von Getränken,155.1
2004,6,WZ08-561-01,Gaststättengewerbe,128.2
2004,6,WZ08-55-01,Gastgewerbe,117.9
2004,7,WZ08-55,Beherbergung,110.7
2004,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",108.3
2004,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,143.1
2004,7,WZ08-553,Campingplätze,137.9
2004,7,WZ08-559,Sonstige Beherbergungsstätten,101.1
2004,7,WZ08-56,Gastronomie,127.2
2004,7,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",131.7
2004,7,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,93.0
2004,7,WZ08-563,Ausschank von Getränken,160.9
2004,7,WZ08-561-01,Gaststättengewerbe,135.8
2004,7,WZ08-55-01,Gastgewerbe,120.6
2004,8,WZ08-55,Beherbergung,112.3
2004,8,WZ08-551,"Hotels, Gasthöfe und Pensionen",109.4
2004,8,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,143.6
2004,8,WZ08-553,Campingplätze,178.9
2004,8,WZ08-559,Sonstige Beherbergungsstätten,98.3
2004,8,WZ08-56,Gastronomie,125.2
2004,8,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",131.9
2004,8,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,84.5
2004,8,WZ08-563,Ausschank von Getränken,156.9
2004,8,WZ08-561-01,Gaststättengewerbe,135.3
2004,8,WZ08-55-01,Gastgewerbe,120.0
2004,9,WZ08-55,Beherbergung,127.1
2004,9,WZ08-551,"Hotels, Gasthöfe und Pensionen",126.6
2004,9,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,144.1
2004,9,WZ08-553,Campingplätze,105.9
2004,9,WZ08-559,Sonstige Beherbergungsstätten,81.9
2004,9,WZ08-56,Gastronomie,123.6
2004,9,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",126.8
2004,9,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,95.9
2004,9,WZ08-563,Ausschank von Getränken,154.4
2004,9,WZ08-561-01,Gaststättengewerbe,130.6
2004,9,WZ08-55-01,Gastgewerbe,125.2
2004,10,WZ08-55,Beherbergung,118.7
2004,10,WZ08-551,"Hotels, Gasthöfe und Pensionen",119.1
2004,10,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,123.4
2004,10,WZ08-553,Campingplätze,74.2
2004,10,WZ08-559,Sonstige Beherbergungsstätten,82.8
2004,10,WZ08-56,Gastronomie,123.1
2004,10,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",125.4
2004,10,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.0
2004,10,WZ08-563,Ausschank von Getränken,161.0
2004,10,WZ08-561-01,Gaststättengewerbe,130.4
2004,10,WZ08-55-01,Gastgewerbe,121.5
2004,11,WZ08-55,Beherbergung,94.1
2004,11,WZ08-551,"Hotels, Gasthöfe und Pensionen",95.4
2004,11,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,86.6
2004,11,WZ08-553,Campingplätze,29.7
2004,11,WZ08-559,Sonstige Beherbergungsstätten,63.1
2004,11,WZ08-56,Gastronomie,112.6
2004,11,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",112.9
2004,11,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.0
2004,11,WZ08-563,Ausschank von Getränken,148.0
2004,11,WZ08-561-01,Gaststättengewerbe,117.8
2004,11,WZ08-55-01,Gastgewerbe,105.1
2004,12,WZ08-55,Beherbergung,91.8
2004,12,WZ08-551,"Hotels, Gasthöfe und Pensionen",93.3
2004,12,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,76.9
2004,12,WZ08-553,Campingplätze,34.0
2004,12,WZ08-559,Sonstige Beherbergungsstätten,72.3
2004,12,WZ08-56,Gastronomie,125.2
2004,12,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",127.7
2004,12,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.2
2004,12,WZ08-563,Ausschank von Getränken,169.8
2004,12,WZ08-561-01,Gaststättengewerbe,133.4
2004,12,WZ08-55-01,Gastgewerbe,111.6
2005,1,WZ08-55,Beherbergung,79.3
2005,1,WZ08-551,"Hotels, Gasthöfe und Pensionen",77.7
2005,1,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,75.9
2005,1,WZ08-553,Campingplätze,165.5
2005,1,WZ08-559,Sonstige Beherbergungsstätten,86.0
2005,1,WZ08-56,Gastronomie,104.5
2005,1,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",105.0
2005,1,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,83.3
2005,1,WZ08-563,Ausschank von Getränken,140.0
2005,1,WZ08-561-01,Gaststättengewerbe,109.9
2005,1,WZ08-55-01,Gastgewerbe,94.4
2005,2,WZ08-55,Beherbergung,80.5
2005,2,WZ08-551,"Hotels, Gasthöfe und Pensionen",80.4
2005,2,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,79.3
2005,2,WZ08-553,Campingplätze,62.5
2005,2,WZ08-559,Sonstige Beherbergungsstätten,99.0
2005,2,WZ08-56,Gastronomie,99.8
2005,2,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",98.7
2005,2,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,84.5
2005,2,WZ08-563,Ausschank von Getränken,133.8
2005,2,WZ08-561-01,Gaststättengewerbe,103.5
2005,2,WZ08-55-01,Gastgewerbe,92.0
2005,3,WZ08-55,Beherbergung,90.5
2005,3,WZ08-551,"Hotels, Gasthöfe und Pensionen",89.4
2005,3,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,97.6
2005,3,WZ08-553,Campingplätze,115.8
2005,3,WZ08-559,Sonstige Beherbergungsstätten,89.2
2005,3,WZ08-56,Gastronomie,112.1
2005,3,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",113.6
2005,3,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,89.0
2005,3,WZ08-563,Ausschank von Getränken,145.0
2005,3,WZ08-561-01,Gaststättengewerbe,117.9
2005,3,WZ08-55-01,Gastgewerbe,103.3
2005,4,WZ08-55,Beherbergung,99.4
2005,4,WZ08-551,"Hotels, Gasthöfe und Pensionen",99.0
2005,4,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,102.5
2005,4,WZ08-553,Campingplätze,99.3
2005,4,WZ08-559,Sonstige Beherbergungsstätten,78.2
2005,4,WZ08-56,Gastronomie,116.0
2005,4,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",117.8
2005,4,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.3
2005,4,WZ08-563,Ausschank von Getränken,147.7
2005,4,WZ08-561-01,Gaststättengewerbe,121.9
2005,4,WZ08-55-01,Gastgewerbe,109.3
2005,5,WZ08-55,Beherbergung,112.7
2005,5,WZ08-551,"Hotels, Gasthöfe und Pensionen",111.5
2005,5,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,129.1
2005,5,WZ08-553,Campingplätze,114.4
2005,5,WZ08-559,Sonstige Beherbergungsstätten,100.2
2005,5,WZ08-56,Gastronomie,122.9
2005,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",127.6
2005,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,89.6
2005,5,WZ08-563,Ausschank von Getränken,155.4
2005,5,WZ08-561-01,Gaststättengewerbe,131.5
2005,5,WZ08-55-01,Gastgewerbe,118.9
2005,6,WZ08-55,Beherbergung,110.3
2005,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",109.2
2005,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,133.2
2005,6,WZ08-553,Campingplätze,93.0
2005,6,WZ08-559,Sonstige Beherbergungsstätten,110.5
2005,6,WZ08-56,Gastronomie,120.0
2005,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",122.4
2005,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,98.9
2005,6,WZ08-563,Ausschank von Getränken,144.3
2005,6,WZ08-561-01,Gaststättengewerbe,125.3
2005,6,WZ08-55-01,Gastgewerbe,116.2
2005,7,WZ08-55,Beherbergung,108.5
2005,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",105.3
2005,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,152.7
2005,7,WZ08-553,Campingplätze,147.6
2005,7,WZ08-559,Sonstige Beherbergungsstätten,112.3
2005,7,WZ08-56,Gastronomie,125.4
2005,7,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",131.2
2005,7,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,90.6
2005,7,WZ08-563,Ausschank von Getränken,153.2
2005,7,WZ08-561-01,Gaststättengewerbe,134.1
2005,7,WZ08-55-01,Gastgewerbe,118.7
2005,8,WZ08-55,Beherbergung,112.2
2005,8,WZ08-551,"Hotels, Gasthöfe und Pensionen",109.2
2005,8,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,149.0
2005,8,WZ08-553,Campingplätze,158.4
2005,8,WZ08-559,Sonstige Beherbergungsstätten,106.4
2005,8,WZ08-56,Gastronomie,122.3
2005,8,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",127.9
2005,8,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,88.0
2005,8,WZ08-563,Ausschank von Getränken,151.5
2005,8,WZ08-561-01,Gaststättengewerbe,131.1
2005,8,WZ08-55-01,Gastgewerbe,118.4
2005,9,WZ08-55,Beherbergung,125.6
2005,9,WZ08-551,"Hotels, Gasthöfe und Pensionen",124.8
2005,9,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,142.1
2005,9,WZ08-553,Campingplätze,113.6
2005,9,WZ08-559,Sonstige Beherbergungsstätten,95.7
2005,9,WZ08-56,Gastronomie,123.3
2005,9,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",125.8
2005,9,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,100.9
2005,9,WZ08-563,Ausschank von Getränken,149.5
2005,9,WZ08-561-01,Gaststättengewerbe,128.9
2005,9,WZ08-55-01,Gastgewerbe,124.3
2005,10,WZ08-55,Beherbergung,116.0
2005,10,WZ08-551,"Hotels, Gasthöfe und Pensionen",116.0
2005,10,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,128.3
2005,10,WZ08-553,Campingplätze,68.8
2005,10,WZ08-559,Sonstige Beherbergungsstätten,103.3
2005,10,WZ08-56,Gastronomie,120.8
2005,10,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",124.1
2005,10,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.2
2005,10,WZ08-563,Ausschank von Getränken,153.2
2005,10,WZ08-561-01,Gaststättengewerbe,128.1
2005,10,WZ08-55-01,Gastgewerbe,119.0
2005,11,WZ08-55,Beherbergung,90.3
2005,11,WZ08-551,"Hotels, Gasthöfe und Pensionen",91.1
2005,11,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,86.0
2005,11,WZ08-553,Campingplätze,29.5
2005,11,WZ08-559,Sonstige Beherbergungsstätten,94.2
2005,11,WZ08-56,Gastronomie,108.8
2005,11,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",108.7
2005,11,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,93.9
2005,11,WZ08-563,Ausschank von Getränken,137.0
2005,11,WZ08-561-01,Gaststättengewerbe,112.6
2005,11,WZ08-55-01,Gastgewerbe,101.4
2005,12,WZ08-55,Beherbergung,94.1
2005,12,WZ08-551,"Hotels, Gasthöfe und Pensionen",95.9
2005,12,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,76.4
2005,12,WZ08-553,Campingplätze,31.7
2005,12,WZ08-559,Sonstige Beherbergungsstätten,90.6
2005,12,WZ08-56,Gastronomie,123.8
2005,12,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",125.1
2005,12,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.2
2005,12,WZ08-563,Ausschank von Getränken,165.7
2005,12,WZ08-561-01,Gaststättengewerbe,130.7
2005,12,WZ08-55-01,Gastgewerbe,111.7
2006,1,WZ08-55,Beherbergung,79.5
2006,1,WZ08-551,"Hotels, Gasthöfe und Pensionen",79.2
2006,1,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,75.7
2006,1,WZ08-553,Campingplätze,88.7
2006,1,WZ08-559,Sonstige Beherbergungsstätten,96.0
2006,1,WZ08-56,Gastronomie,101.3
2006,1,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",101.0
2006,1,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,84.2
2006,1,WZ08-563,Ausschank von Getränken,133.3
2006,1,WZ08-561-01,Gaststättengewerbe,105.5
2006,1,WZ08-55-01,Gastgewerbe,92.5
2006,2,WZ08-55,Beherbergung,82.1
2006,2,WZ08-551,"Hotels, Gasthöfe und Pensionen",81.4
2006,2,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,74.9
2006,2,WZ08-553,Campingplätze,129.3
2006,2,WZ08-559,Sonstige Beherbergungsstätten,88.3
2006,2,WZ08-56,Gastronomie,98.7
2006,2,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",97.2
2006,2,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,84.2
2006,2,WZ08-563,Ausschank von Getränken,133.3
2006,2,WZ08-561-01,Gaststättengewerbe,102.3
2006,2,WZ08-55-01,Gastgewerbe,92.0
2006,3,WZ08-55,Beherbergung,93.1
2006,3,WZ08-551,"Hotels, Gasthöfe und Pensionen",92.9
2006,3,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,85.2
2006,3,WZ08-553,Campingplätze,111.3
2006,3,WZ08-559,Sonstige Beherbergungsstätten,88.8
2006,3,WZ08-56,Gastronomie,107.6
2006,3,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",106.6
2006,3,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,93.7
2006,3,WZ08-563,Ausschank von Getränken,139.2
2006,3,WZ08-561-01,Gaststättengewerbe,111.1
2006,3,WZ08-55-01,Gastgewerbe,101.7
2006,4,WZ08-55,Beherbergung,97.6
2006,4,WZ08-551,"Hotels, Gasthöfe und Pensionen",96.6
2006,4,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,103.6
2006,4,WZ08-553,Campingplätze,112.4
2006,4,WZ08-559,Sonstige Beherbergungsstätten,97.2
2006,4,WZ08-56,Gastronomie,114.6
2006,4,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",116.8
2006,4,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,89.5
2006,4,WZ08-563,Ausschank von Getränken,145.9
2006,4,WZ08-561-01,Gaststättengewerbe,120.9
2006,4,WZ08-55-01,Gastgewerbe,107.6
2006,5,WZ08-55,Beherbergung,118.4
2006,5,WZ08-551,"Hotels, Gasthöfe und Pensionen",118.2
2006,5,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,127.0
2006,5,WZ08-553,Campingplätze,88.3
2006,5,WZ08-559,Sonstige Beherbergungsstätten,104.1
2006,5,WZ08-56,Gastronomie,120.7
2006,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",123.1
2006,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,97.6
2006,5,WZ08-563,Ausschank von Getränken,149.1
2006,5,WZ08-561-01,Gaststättengewerbe,126.5
2006,5,WZ08-55-01,Gastgewerbe,119.9
2006,6,WZ08-55,Beherbergung,115.1
2006,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",113.6
2006,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,134.5
2006,6,WZ08-553,Campingplätze,131.6
2006,6,WZ08-559,Sonstige Beherbergungsstätten,100.1
2006,6,WZ08-56,Gastronomie,119.4
2006,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",121.5
2006,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.3
2006,6,WZ08-563,Ausschank von Getränken,151.5
2006,6,WZ08-561-01,Gaststättengewerbe,125.7
2006,6,WZ08-55-01,Gastgewerbe,117.7
2006,7,WZ08-55,Beherbergung,115.2
2006,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",112.3
2006,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,150.8
2006,7,WZ08-553,Campingplätze,170.6
2006,7,WZ08-559,Sonstige Beherbergungsstätten,103.1
2006,7,WZ08-56,Gastronomie,124.2
2006,7,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",129.4
2006,7,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.9
2006,7,WZ08-563,Ausschank von Getränken,146.4
2006,7,WZ08-561-01,Gaststättengewerbe,131.7
2006,7,WZ08-55-01,Gastgewerbe,120.7
2006,8,WZ08-55,Beherbergung,111.3
2006,8,WZ08-551,"Hotels, Gasthöfe und Pensionen",108.4
2006,8,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,155.4
2006,8,WZ08-553,Campingplätze,142.8
2006,8,WZ08-559,Sonstige Beherbergungsstätten,93.7
2006,8,WZ08-56,Gastronomie,119.4
2006,8,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",124.0
2006,8,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,89.9
2006,8,WZ08-563,Ausschank von Getränken,144.5
2006,8,WZ08-561-01,Gaststättengewerbe,126.8
2006,8,WZ08-55-01,Gastgewerbe,116.3
2006,9,WZ08-55,Beherbergung,129.6
2006,9,WZ08-551,"Hotels, Gasthöfe und Pensionen",128.7
2006,9,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,150.6
2006,9,WZ08-553,Campingplätze,100.9
2006,9,WZ08-559,Sonstige Beherbergungsstätten,94.8
2006,9,WZ08-56,Gastronomie,123.6
2006,9,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",125.5
2006,9,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,103.1
2006,9,WZ08-563,Ausschank von Getränken,149.9
2006,9,WZ08-561-01,Gaststättengewerbe,128.7
2006,9,WZ08-55-01,Gastgewerbe,126.3
2006,10,WZ08-55,Beherbergung,118.4
2006,10,WZ08-551,"Hotels, Gasthöfe und Pensionen",118.4
2006,10,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,127.3
2006,10,WZ08-553,Campingplätze,76.8
2006,10,WZ08-559,Sonstige Beherbergungsstätten,101.1
2006,10,WZ08-56,Gastronomie,118.6
2006,10,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",120.8
2006,10,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.6
2006,10,WZ08-563,Ausschank von Getränken,148.7
2006,10,WZ08-561-01,Gaststättengewerbe,124.5
2006,10,WZ08-55-01,Gastgewerbe,118.6
2006,11,WZ08-55,Beherbergung,89.4
2006,11,WZ08-551,"Hotels, Gasthöfe und Pensionen",90.7
2006,11,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,74.7
2006,11,WZ08-553,Campingplätze,35.4
2006,11,WZ08-559,Sonstige Beherbergungsstätten,88.9
2006,11,WZ08-56,Gastronomie,108.8
2006,11,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",108.3
2006,11,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,95.5
2006,11,WZ08-563,Ausschank von Getränken,136.9
2006,11,WZ08-561-01,Gaststättengewerbe,112.1
2006,11,WZ08-55-01,Gastgewerbe,101.0
2006,12,WZ08-55,Beherbergung,98.3
2006,12,WZ08-551,"Hotels, Gasthöfe und Pensionen",99.8
2006,12,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,74.2
2006,12,WZ08-553,Campingplätze,72.1
2006,12,WZ08-559,Sonstige Beherbergungsstätten,91.7
2006,12,WZ08-56,Gastronomie,124.6
2006,12,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",126.3
2006,12,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,95.4
2006,12,WZ08-563,Ausschank von Getränken,168.0
2006,12,WZ08-561-01,Gaststättengewerbe,131.9
2006,12,WZ08-55-01,Gastgewerbe,114.1
2007,1,WZ08-55,Beherbergung,80.9
2007,1,WZ08-551,"Hotels, Gasthöfe und Pensionen",79.4
2007,1,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,70.1
2007,1,WZ08-553,Campingplätze,175.9
2007,1,WZ08-559,Sonstige Beherbergungsstätten,119.6
2007,1,WZ08-56,Gastronomie,98.9
2007,1,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",98.2
2007,1,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,88.0
2007,1,WZ08-563,Ausschank von Getränken,123.2
2007,1,WZ08-561-01,Gaststättengewerbe,101.6
2007,1,WZ08-55-01,Gastgewerbe,91.6
2007,2,WZ08-55,Beherbergung,82.3
2007,2,WZ08-551,"Hotels, Gasthöfe und Pensionen",82.6
2007,2,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,71.6
2007,2,WZ08-553,Campingplätze,75.9
2007,2,WZ08-559,Sonstige Beherbergungsstätten,108.7
2007,2,WZ08-56,Gastronomie,98.0
2007,2,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",96.8
2007,2,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,86.4
2007,2,WZ08-563,Ausschank von Getränken,127.0
2007,2,WZ08-561-01,Gaststättengewerbe,100.9
2007,2,WZ08-55-01,Gastgewerbe,91.6
2007,3,WZ08-55,Beherbergung,97.9
2007,3,WZ08-551,"Hotels, Gasthöfe und Pensionen",97.4
2007,3,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,91.0
2007,3,WZ08-553,Campingplätze,127.9
2007,3,WZ08-559,Sonstige Beherbergungsstätten,117.0
2007,3,WZ08-56,Gastronomie,110.6
2007,3,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",110.2
2007,3,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,97.8
2007,3,WZ08-563,Ausschank von Getränken,137.0
2007,3,WZ08-561-01,Gaststättengewerbe,113.8
2007,3,WZ08-55-01,Gastgewerbe,105.6
2007,4,WZ08-55,Beherbergung,101.8
2007,4,WZ08-551,"Hotels, Gasthöfe und Pensionen",101.0
2007,4,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,103.0
2007,4,WZ08-553,Campingplätze,118.0
2007,4,WZ08-559,Sonstige Beherbergungsstätten,122.7
2007,4,WZ08-56,Gastronomie,114.2
2007,4,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",117.4
2007,4,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,89.2
2007,4,WZ08-563,Ausschank von Getränken,139.5
2007,4,WZ08-561-01,Gaststättengewerbe,120.4
2007,4,WZ08-55-01,Gastgewerbe,109.2
2007,5,WZ08-55,Beherbergung,115.7
2007,5,WZ08-551,"Hotels, Gasthöfe und Pensionen",115.2
2007,5,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,121.7
2007,5,WZ08-553,Campingplätze,104.2
2007,5,WZ08-559,Sonstige Beherbergungsstätten,130.4
2007,5,WZ08-56,Gastronomie,118.5
2007,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",120.9
2007,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.3
2007,5,WZ08-563,Ausschank von Getränken,143.7
2007,5,WZ08-561-01,Gaststättengewerbe,123.9
2007,5,WZ08-55-01,Gastgewerbe,117.5
2007,6,WZ08-55,Beherbergung,113.1
2007,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",111.6
2007,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,133.7
2007,6,WZ08-553,Campingplätze,115.7
2007,6,WZ08-559,Sonstige Beherbergungsstätten,130.3
2007,6,WZ08-56,Gastronomie,117.3
2007,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",119.4
2007,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,98.6
2007,6,WZ08-563,Ausschank von Getränken,138.6
2007,6,WZ08-561-01,Gaststättengewerbe,122.0
2007,6,WZ08-55-01,Gastgewerbe,115.7
2007,7,WZ08-55,Beherbergung,112.2
2007,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",109.5
2007,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,148.0
2007,7,WZ08-553,Campingplätze,142.3
2007,7,WZ08-559,Sonstige Beherbergungsstätten,132.2
2007,7,WZ08-56,Gastronomie,119.2
2007,7,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",123.5
2007,7,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,95.5
2007,7,WZ08-563,Ausschank von Getränken,135.6
2007,7,WZ08-561-01,Gaststättengewerbe,125.1
2007,7,WZ08-55-01,Gastgewerbe,116.4
2007,8,WZ08-55,Beherbergung,114.6
2007,8,WZ08-551,"Hotels, Gasthöfe und Pensionen",111.7
2007,8,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,150.8
2007,8,WZ08-553,Campingplätze,157.3
2007,8,WZ08-559,Sonstige Beherbergungsstätten,119.4
2007,8,WZ08-56,Gastronomie,118.2
2007,8,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",122.2
2007,8,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,90.9
2007,8,WZ08-563,Ausschank von Getränken,142.7
2007,8,WZ08-561-01,Gaststättengewerbe,125.0
2007,8,WZ08-55-01,Gastgewerbe,116.8
