Jahr,Monat,Unternehmen_Id,Unternehmensbeschreibung,Umsatz in millionen
2008,8,WZ08-553,Campingplätze,181.3
2008,8,WZ08-559,Sonstige Beherbergungsstätten,90.6
2008,8,WZ08-56,Gastronomie,116.6
2008,8,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",121.9
2008,8,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,88.2
2008,8,WZ08-563,Ausschank von Getränken,135.7
2008,8,WZ08-561-01,Gaststättengewerbe,123.7
2008,8,WZ08-55-01,Gastgewerbe,115.3
2008,9,WZ08-55,Beherbergung,123.5
2008,9,WZ08-551,"Hotels, Gasthöfe und Pensionen",122.6
2008,9,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,133.5
2008,9,WZ08-553,Campingplätze,143.2
2008,9,WZ08-559,Sonstige Beherbergungsstätten,87.1
2008,9,WZ08-56,Gastronomie,111.7
2008,9,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",112.3
2008,9,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,102.1
2008,9,WZ08-563,Ausschank von Getränken,126.4
2008,9,WZ08-561-01,Gaststättengewerbe,114.1
2008,9,WZ08-55-01,Gastgewerbe,116.7
2008,10,WZ08-55,Beherbergung,115.1
2008,10,WZ08-551,"Hotels, Gasthöfe und Pensionen",115.0
2008,10,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,121.3
2008,10,WZ08-553,Campingplätze,90.4
2008,10,WZ08-559,Sonstige Beherbergungsstätten,99.5
2008,10,WZ08-56,Gastronomie,111.7
2008,10,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",112.1
2008,10,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,98.5
2008,10,WZ08-563,Ausschank von Getränken,133.8
2008,10,WZ08-561-01,Gaststättengewerbe,114.9
2008,10,WZ08-55-01,Gastgewerbe,113.2
2008,11,WZ08-55,Beherbergung,91.3
2008,11,WZ08-551,"Hotels, Gasthöfe und Pensionen",92.8
2008,11,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,75.9
2008,11,WZ08-553,Campingplätze,40.6
2008,11,WZ08-559,Sonstige Beherbergungsstätten,96.8
2008,11,WZ08-56,Gastronomie,103.8
2008,11,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",102.8
2008,11,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.2
2008,11,WZ08-563,Ausschank von Getränken,124.3
2008,11,WZ08-561-01,Gaststättengewerbe,105.8
2008,11,WZ08-55-01,Gastgewerbe,98.8
2008,12,WZ08-55,Beherbergung,91.3
2008,12,WZ08-551,"Hotels, Gasthöfe und Pensionen",93.2
2008,12,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,67.8
2008,12,WZ08-553,Campingplätze,40.2
2008,12,WZ08-559,Sonstige Beherbergungsstätten,94.0
2008,12,WZ08-56,Gastronomie,113.8
2008,12,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",115.4
2008,12,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.5
2008,12,WZ08-563,Ausschank von Getränken,142.0
2008,12,WZ08-561-01,Gaststättengewerbe,119.1
2008,12,WZ08-55-01,Gastgewerbe,104.7
2009,1,WZ08-55,Beherbergung,71.5
2009,1,WZ08-551,"Hotels, Gasthöfe und Pensionen",70.6
2009,1,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,66.2
2009,1,WZ08-553,Campingplätze,120.3
2009,1,WZ08-559,Sonstige Beherbergungsstätten,105.9
2009,1,WZ08-56,Gastronomie,88.3
2009,1,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",88.2
2009,1,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,80.6
2009,1,WZ08-563,Ausschank von Getränken,106.7
2009,1,WZ08-561-01,Gaststättengewerbe,90.4
2009,1,WZ08-55-01,Gastgewerbe,82.1
2009,2,WZ08-55,Beherbergung,74.3
2009,2,WZ08-551,"Hotels, Gasthöfe und Pensionen",74.5
2009,2,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,70.1
2009,2,WZ08-553,Campingplätze,60.9
2009,2,WZ08-559,Sonstige Beherbergungsstätten,95.4
2009,2,WZ08-56,Gastronomie,86.2
2009,2,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",85.5
2009,2,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,81.0
2009,2,WZ08-563,Ausschank von Getränken,105.1
2009,2,WZ08-561-01,Gaststättengewerbe,87.9
2009,2,WZ08-55-01,Gastgewerbe,81.8
2009,3,WZ08-55,Beherbergung,84.5
2009,3,WZ08-551,"Hotels, Gasthöfe und Pensionen",84.5
2009,3,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,76.9
2009,3,WZ08-553,Campingplätze,104.5
2009,3,WZ08-559,Sonstige Beherbergungsstätten,99.4
2009,3,WZ08-56,Gastronomie,95.3
2009,3,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",96.1
2009,3,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,88.6
2009,3,WZ08-563,Ausschank von Getränken,107.5
2009,3,WZ08-561-01,Gaststättengewerbe,97.5
2009,3,WZ08-55-01,Gastgewerbe,91.3
2009,4,WZ08-55,Beherbergung,87.9
2009,4,WZ08-551,"Hotels, Gasthöfe und Pensionen",86.3
2009,4,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,96.0
2009,4,WZ08-553,Campingplätze,134.4
2009,4,WZ08-559,Sonstige Beherbergungsstätten,104.6
2009,4,WZ08-56,Gastronomie,102.0
2009,4,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",104.9
2009,4,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,84.0
2009,4,WZ08-563,Ausschank von Getränken,115.8
2009,4,WZ08-561-01,Gaststättengewerbe,106.4
2009,4,WZ08-55-01,Gastgewerbe,96.8
2009,5,WZ08-55,Beherbergung,105.7
2009,5,WZ08-551,"Hotels, Gasthöfe und Pensionen",104.7
2009,5,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,119.8
2009,5,WZ08-553,Campingplätze,123.3
2009,5,WZ08-559,Sonstige Beherbergungsstätten,106.9
2009,5,WZ08-56,Gastronomie,110.7
2009,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",114.0
2009,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,90.3
2009,5,WZ08-563,Ausschank von Getränken,126.0
2009,5,WZ08-561-01,Gaststättengewerbe,115.6
2009,5,WZ08-55-01,Gastgewerbe,108.9
2009,6,WZ08-55,Beherbergung,102.4
2009,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",100.0
2009,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,128.9
2009,6,WZ08-553,Campingplätze,133.8
2009,6,WZ08-559,Sonstige Beherbergungsstätten,108.1
2009,6,WZ08-56,Gastronomie,104.7
2009,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",107.2
2009,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.4
2009,6,WZ08-563,Ausschank von Getränken,112.6
2009,6,WZ08-561-01,Gaststättengewerbe,108.1
2009,6,WZ08-55-01,Gastgewerbe,103.8
2009,7,WZ08-55,Beherbergung,105.4
2009,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",101.0
2009,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,148.5
2009,7,WZ08-553,Campingplätze,189.2
2009,7,WZ08-559,Sonstige Beherbergungsstätten,108.1
2009,7,WZ08-56,Gastronomie,110.6
2009,7,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",114.8
2009,7,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,91.3
2009,7,WZ08-563,Ausschank von Getränken,117.2
2009,7,WZ08-561-01,Gaststättengewerbe,115.4
2009,7,WZ08-55-01,Gastgewerbe,108.7
2009,8,WZ08-55,Beherbergung,108.0
2009,8,WZ08-551,"Hotels, Gasthöfe und Pensionen",103.8
2009,8,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,151.0
2009,8,WZ08-553,Campingplätze,195.9
2009,8,WZ08-559,Sonstige Beherbergungsstätten,94.3
2009,8,WZ08-56,Gastronomie,111.4
2009,8,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",116.2
2009,8,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,85.1
2009,8,WZ08-563,Ausschank von Getränken,124.2
2009,8,WZ08-561-01,Gaststättengewerbe,117.4
2009,8,WZ08-55-01,Gastgewerbe,110.1
2009,9,WZ08-55,Beherbergung,113.2
2009,9,WZ08-551,"Hotels, Gasthöfe und Pensionen",112.3
2009,9,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,130.6
2009,9,WZ08-553,Campingplätze,111.4
2009,9,WZ08-559,Sonstige Beherbergungsstätten,99.3
2009,9,WZ08-56,Gastronomie,105.2
2009,9,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",106.9
2009,9,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.7
2009,9,WZ08-563,Ausschank von Getränken,118.7
2009,9,WZ08-561-01,Gaststättengewerbe,108.6
2009,9,WZ08-55-01,Gastgewerbe,108.1
2009,10,WZ08-55,Beherbergung,105.5
2009,10,WZ08-551,"Hotels, Gasthöfe und Pensionen",105.0
2009,10,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,116.9
2009,10,WZ08-553,Campingplätze,87.0
2009,10,WZ08-559,Sonstige Beherbergungsstätten,112.3
2009,10,WZ08-56,Gastronomie,103.2
2009,10,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",104.3
2009,10,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,91.7
2009,10,WZ08-563,Ausschank von Getränken,120.2
2009,10,WZ08-561-01,Gaststättengewerbe,106.5
2009,10,WZ08-55-01,Gastgewerbe,104.0
2009,11,WZ08-55,Beherbergung,85.0
2009,11,WZ08-551,"Hotels, Gasthöfe und Pensionen",86.6
2009,11,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,68.2
2009,11,WZ08-553,Campingplätze,43.0
2009,11,WZ08-559,Sonstige Beherbergungsstätten,109.6
2009,11,WZ08-56,Gastronomie,94.7
2009,11,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",94.3
2009,11,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,90.6
2009,11,WZ08-563,Ausschank von Getränken,109.8
2009,11,WZ08-561-01,Gaststättengewerbe,96.4
2009,11,WZ08-55-01,Gastgewerbe,91.2
2009,12,WZ08-55,Beherbergung,87.6
2009,12,WZ08-551,"Hotels, Gasthöfe und Pensionen",89.9
2009,12,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,61.1
2009,12,WZ08-553,Campingplätze,51.5
2009,12,WZ08-559,Sonstige Beherbergungsstätten,102.2
2009,12,WZ08-56,Gastronomie,106.5
2009,12,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",107.6
2009,12,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,90.8
2009,12,WZ08-563,Ausschank von Getränken,130.7
2009,12,WZ08-561-01,Gaststättengewerbe,110.6
2009,12,WZ08-55-01,Gastgewerbe,99.6
2010,1,WZ08-55,Beherbergung,69.3
2010,1,WZ08-551,"Hotels, Gasthöfe und Pensionen",68.9
2010,1,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,59.0
2010,1,WZ08-553,Campingplätze,103.4
2010,1,WZ08-559,Sonstige Beherbergungsstätten,94.2
2010,1,WZ08-56,Gastronomie,83.6
2010,1,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",83.3
2010,1,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,79.8
2010,1,WZ08-563,Ausschank von Getränken,96.8
2010,1,WZ08-561-01,Gaststättengewerbe,84.8
2010,1,WZ08-55-01,Gastgewerbe,78.1
2010,2,WZ08-55,Beherbergung,73.1
2010,2,WZ08-551,"Hotels, Gasthöfe und Pensionen",73.7
2010,2,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,65.2
2010,2,WZ08-553,Campingplätze,56.1
2010,2,WZ08-559,Sonstige Beherbergungsstätten,88.9
2010,2,WZ08-56,Gastronomie,83.7
2010,2,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",82.4
2010,2,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,82.7
2010,2,WZ08-563,Ausschank von Getränken,97.0
2010,2,WZ08-561-01,Gaststättengewerbe,84.0
2010,2,WZ08-55-01,Gastgewerbe,79.7
2010,3,WZ08-55,Beherbergung,83.0
2010,3,WZ08-551,"Hotels, Gasthöfe und Pensionen",83.1
2010,3,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,75.3
2010,3,WZ08-553,Campingplätze,100.4
2010,3,WZ08-559,Sonstige Beherbergungsstätten,96.5
2010,3,WZ08-56,Gastronomie,95.1
2010,3,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",95.0
2010,3,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,93.1
2010,3,WZ08-563,Ausschank von Getränken,100.7
2010,3,WZ08-561-01,Gaststättengewerbe,95.8
2010,3,WZ08-55-01,Gastgewerbe,90.4
2010,4,WZ08-55,Beherbergung,91.1
2010,4,WZ08-551,"Hotels, Gasthöfe und Pensionen",90.5
2010,4,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,90.4
2010,4,WZ08-553,Campingplätze,121.2
2010,4,WZ08-559,Sonstige Beherbergungsstätten,97.5
2010,4,WZ08-56,Gastronomie,98.2
2010,4,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",100.0
2010,4,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,86.7
2010,4,WZ08-563,Ausschank von Getränken,112.7
2010,4,WZ08-561-01,Gaststättengewerbe,101.5
2010,4,WZ08-55-01,Gastgewerbe,95.5
2010,5,WZ08-55,Beherbergung,101.7
2010,5,WZ08-551,"Hotels, Gasthöfe und Pensionen",100.6
2010,5,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,114.2
2010,5,WZ08-553,Campingplätze,112.0
2010,5,WZ08-559,Sonstige Beherbergungsstätten,101.8
2010,5,WZ08-56,Gastronomie,104.0
2010,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",106.5
2010,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,89.5
2010,5,WZ08-563,Ausschank von Getränken,120.5
2010,5,WZ08-561-01,Gaststättengewerbe,108.2
2010,5,WZ08-55-01,Gastgewerbe,103.1
2010,6,WZ08-55,Beherbergung,103.7
2010,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",102.0
2010,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,123.7
2010,6,WZ08-553,Campingplätze,122.0
2010,6,WZ08-559,Sonstige Beherbergungsstätten,108.2
2010,6,WZ08-56,Gastronomie,102.7
2010,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",103.8
2010,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.3
2010,6,WZ08-563,Ausschank von Getränken,109.6
2010,6,WZ08-561-01,Gaststättengewerbe,104.6
2010,6,WZ08-55-01,Gastgewerbe,103.1
2010,7,WZ08-55,Beherbergung,108.0
2010,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",102.6
2010,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,163.2
2010,7,WZ08-553,Campingplätze,206.1
2010,7,WZ08-559,Sonstige Beherbergungsstätten,101.8
2010,7,WZ08-56,Gastronomie,109.5
2010,7,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",114.0
2010,7,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,90.8
2010,7,WZ08-563,Ausschank von Getränken,119.6
2010,7,WZ08-561-01,Gaststättengewerbe,114.8
2010,7,WZ08-55-01,Gastgewerbe,108.9
2010,8,WZ08-55,Beherbergung,106.8
2010,8,WZ08-551,"Hotels, Gasthöfe und Pensionen",102.3
2010,8,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,154.8
2010,8,WZ08-553,Campingplätze,182.8
2010,8,WZ08-559,Sonstige Beherbergungsstätten,94.7
2010,8,WZ08-56,Gastronomie,106.8
2010,8,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",111.7
2010,8,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,87.5
2010,8,WZ08-563,Ausschank von Getränken,116.4
2010,8,WZ08-561-01,Gaststättengewerbe,112.4
2010,8,WZ08-55-01,Gastgewerbe,106.8
2010,9,WZ08-55,Beherbergung,116.8
2010,9,WZ08-551,"Hotels, Gasthöfe und Pensionen",116.9
2010,9,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,124.6
2010,9,WZ08-553,Campingplätze,93.5
2010,9,WZ08-559,Sonstige Beherbergungsstätten,98.5
2010,9,WZ08-56,Gastronomie,105.4
2010,9,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",106.6
2010,9,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.7
2010,9,WZ08-563,Ausschank von Getränken,117.8
2010,9,WZ08-561-01,Gaststättengewerbe,107.9
2010,9,WZ08-55-01,Gastgewerbe,109.8
2010,10,WZ08-55,Beherbergung,110.3
2010,10,WZ08-551,"Hotels, Gasthöfe und Pensionen",110.9
2010,10,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,113.3
2010,10,WZ08-553,Campingplätze,73.1
2010,10,WZ08-559,Sonstige Beherbergungsstätten,105.8
2010,10,WZ08-56,Gastronomie,105.7
2010,10,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",107.3
2010,10,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.0
2010,10,WZ08-563,Ausschank von Getränken,121.5
2010,10,WZ08-561-01,Gaststättengewerbe,109.0
2010,10,WZ08-55-01,Gastgewerbe,107.5
2010,11,WZ08-55,Beherbergung,88.8
2010,11,WZ08-551,"Hotels, Gasthöfe und Pensionen",91.3
2010,11,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,63.8
2010,11,WZ08-553,Campingplätze,37.9
2010,11,WZ08-559,Sonstige Beherbergungsstätten,108.3
2010,11,WZ08-56,Gastronomie,95.6
2010,11,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",95.2
2010,11,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,93.3
2010,11,WZ08-563,Ausschank von Getränken,104.6
2010,11,WZ08-561-01,Gaststättengewerbe,96.3
2010,11,WZ08-55-01,Gastgewerbe,92.9
2010,12,WZ08-55,Beherbergung,87.5
2010,12,WZ08-551,"Hotels, Gasthöfe und Pensionen",89.8
2010,12,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,64.2
2010,12,WZ08-553,Campingplätze,38.4
2010,12,WZ08-559,Sonstige Beherbergungsstätten,100.3
2010,12,WZ08-56,Gastronomie,103.0
2010,12,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",103.6
2010,12,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.5
2010,12,WZ08-563,Ausschank von Getränken,120.5
2010,12,WZ08-561-01,Gaststättengewerbe,105.6
2010,12,WZ08-55-01,Gastgewerbe,97.1
2011,1,WZ08-55,Beherbergung,73.4
2011,1,WZ08-551,"Hotels, Gasthöfe und Pensionen",73.4
2011,1,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,59.2
2011,1,WZ08-553,Campingplätze,109.9
2011,1,WZ08-559,Sonstige Beherbergungsstätten,91.4
2011,1,WZ08-56,Gastronomie,86.9
2011,1,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",87.4
2011,1,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,81.3
2011,1,WZ08-563,Ausschank von Getränken,96.4
2011,1,WZ08-561-01,Gaststättengewerbe,88.5
2011,1,WZ08-55-01,Gastgewerbe,81.7
2011,2,WZ08-55,Beherbergung,75.5
2011,2,WZ08-551,"Hotels, Gasthöfe und Pensionen",76.5
2011,2,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,63.6
2011,2,WZ08-553,Campingplätze,51.4
2011,2,WZ08-559,Sonstige Beherbergungsstätten,87.2
2011,2,WZ08-56,Gastronomie,84.9
2011,2,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",84.1
2011,2,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,84.1
2011,2,WZ08-563,Ausschank von Getränken,93.0
2011,2,WZ08-561-01,Gaststättengewerbe,85.1
2011,2,WZ08-55-01,Gastgewerbe,81.3
2011,3,WZ08-55,Beherbergung,87.0
2011,3,WZ08-551,"Hotels, Gasthöfe und Pensionen",88.1
2011,3,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,70.4
2011,3,WZ08-553,Campingplätze,81.2
2011,3,WZ08-559,Sonstige Beherbergungsstätten,96.0
2011,3,WZ08-56,Gastronomie,97.1
2011,3,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",97.4
2011,3,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.7
2011,3,WZ08-563,Ausschank von Getränken,104.7
2011,3,WZ08-561-01,Gaststättengewerbe,98.3
2011,3,WZ08-55-01,Gastgewerbe,93.2
2011,4,WZ08-55,Beherbergung,92.2
2011,4,WZ08-551,"Hotels, Gasthöfe und Pensionen",90.6
2011,4,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,98.6
2011,4,WZ08-553,Campingplätze,160.7
2011,4,WZ08-559,Sonstige Beherbergungsstätten,96.8
2011,4,WZ08-56,Gastronomie,101.5
2011,4,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",103.7
2011,4,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,87.3
2011,4,WZ08-563,Ausschank von Getränken,118.6
2011,4,WZ08-561-01,Gaststättengewerbe,105.6
2011,4,WZ08-55-01,Gastgewerbe,97.9
2011,5,WZ08-55,Beherbergung,110.0
2011,5,WZ08-551,"Hotels, Gasthöfe und Pensionen",110.3
2011,5,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,110.5
2011,5,WZ08-553,Campingplätze,93.0
2011,5,WZ08-559,Sonstige Beherbergungsstätten,108.2
2011,5,WZ08-56,Gastronomie,106.7
2011,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",108.6
2011,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,98.3
2011,5,WZ08-563,Ausschank von Getränken,113.0
2011,5,WZ08-561-01,Gaststättengewerbe,109.1
2011,5,WZ08-55-01,Gastgewerbe,108.0
2011,6,WZ08-55,Beherbergung,106.8
2011,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",104.7
2011,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,129.8
2011,6,WZ08-553,Campingplätze,145.2
2011,6,WZ08-559,Sonstige Beherbergungsstätten,106.5
2011,6,WZ08-56,Gastronomie,105.6
2011,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",108.3
2011,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,91.8
2011,6,WZ08-563,Ausschank von Getränken,119.6
2011,6,WZ08-561-01,Gaststättengewerbe,109.6
2011,6,WZ08-55-01,Gastgewerbe,106.0
2011,7,WZ08-55,Beherbergung,109.4
2011,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",105.3
2011,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,157.0
2011,7,WZ08-553,Campingplätze,180.7
2011,7,WZ08-559,Sonstige Beherbergungsstätten,106.5
2011,7,WZ08-56,Gastronomie,110.4
2011,7,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",114.5
2011,7,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,93.5
2011,7,WZ08-563,Ausschank von Getränken,121.2
2011,7,WZ08-561-01,Gaststättengewerbe,115.4
2011,7,WZ08-55-01,Gastgewerbe,110.1
2011,8,WZ08-55,Beherbergung,106.3
2011,8,WZ08-551,"Hotels, Gasthöfe und Pensionen",102.1
2011,8,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,153.1
2011,8,WZ08-553,Campingplätze,181.2
2011,8,WZ08-559,Sonstige Beherbergungsstätten,96.8
2011,8,WZ08-56,Gastronomie,106.1
2011,8,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",111.1
2011,8,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,85.9
2011,8,WZ08-563,Ausschank von Getränken,118.5
2011,8,WZ08-561-01,Gaststättengewerbe,112.0
2011,8,WZ08-55-01,Gastgewerbe,106.1
2011,9,WZ08-55,Beherbergung,116.9
2011,9,WZ08-551,"Hotels, Gasthöfe und Pensionen",116.8
2011,9,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,126.5
2011,9,WZ08-553,Campingplätze,101.8
2011,9,WZ08-559,Sonstige Beherbergungsstätten,96.3
2011,9,WZ08-56,Gastronomie,108.2
2011,9,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",110.0
2011,9,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,97.1
2011,9,WZ08-563,Ausschank von Getränken,121.4
2011,9,WZ08-561-01,Gaststättengewerbe,111.4
2011,9,WZ08-55-01,Gastgewerbe,111.5
2011,10,WZ08-55,Beherbergung,110.4
2011,10,WZ08-551,"Hotels, Gasthöfe und Pensionen",110.7
2011,10,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,116.8
2011,10,WZ08-553,Campingplätze,74.6
2011,10,WZ08-559,Sonstige Beherbergungsstätten,102.8
2011,10,WZ08-56,Gastronomie,106.3
2011,10,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",107.7
2011,10,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,95.1
2011,10,WZ08-563,Ausschank von Getränken,123.5
2011,10,WZ08-561-01,Gaststättengewerbe,109.5
2011,10,WZ08-55-01,Gastgewerbe,107.8
2011,11,WZ08-55,Beherbergung,90.0
2011,11,WZ08-551,"Hotels, Gasthöfe und Pensionen",92.2
2011,11,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,64.5
2011,11,WZ08-553,Campingplätze,38.6
2011,11,WZ08-559,Sonstige Beherbergungsstätten,103.6
2011,11,WZ08-56,Gastronomie,97.7
2011,11,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",97.2
2011,11,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.3
